#id	name	entitySetIDs	features	cellularLocation
http://pathwaycommons.org/pc2/Dna_64b6460f5b4129d3fa47ae5aa4330125	GBP-genes	http://pathwaycommons.org/pc2/Dna_0a6dbdb0272c507b60eb6deabd7ffbb7;http://pathwaycommons.org/pc2/Dna_357cbebb78ec1b6fe55e03139fa0ab7f;http://pathwaycommons.org/pc2/Dna_48a574b6681999bb34589d029b5161bd;http://pathwaycommons.org/pc2/Dna_51dc3e871a7e020d7264b053b86bcfff;http://pathwaycommons.org/pc2/Dna_618fd51b1ef12eff05cc98f312587149;http://pathwaycommons.org/pc2/Dna_8915d266df967c83f121cd97151d76b7;http://pathwaycommons.org/pc2/Dna_f944aa8b902bf747ffe6d8f8cc2610f4	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_69e6bd5a2ebd77183b785615c54ddbe3	ITGAL-gene,(ITGA4-gene)	http://pathwaycommons.org/pc2/Dna_00cac3c2ee6944bd3b6944e1f10e64bc;http://pathwaycommons.org/pc2/Dna_4308233c6bced0952bab5575e0c077cf	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_6d3b6286192e8020083711177592345a	IL13-downregulated-genes-for-extracellular-proteins	http://pathwaycommons.org/pc2/Dna_00eafc0cc8e3075970b94d1eefb14fba;http://pathwaycommons.org/pc2/Dna_42efe94275a4225035a4e23aa807cdc8;http://pathwaycommons.org/pc2/Dna_9f6c1fb7807088d5eeb11cecf7bbfbdd;http://pathwaycommons.org/pc2/Dna_e837543d4b0f2b62fc623766bdac29e9;http://pathwaycommons.org/pc2/Dna_f68e4046ec15f2f37601f6c864527bd9	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_7a97ce5418eb47fb4a110dcbe924ed5b	RNU1-1,RNU2-1,RNU4-1,RNU5A-1,RNU4ATAC,-RNU11,RNU12-genes;U1,U2,U4,U4atac,U5,U11,U12-gene	http://pathwaycommons.org/pc2/Dna_19fa44fd0b5328a237c53c56803369e7;http://pathwaycommons.org/pc2/Dna_4348be7eea0288926eb3e19d63484caf;http://pathwaycommons.org/pc2/Dna_641905f52d71d049d81a5f77f7c43c9d;http://pathwaycommons.org/pc2/Dna_7ff90dcba1bc4d8c42a34d01117d30f7;http://pathwaycommons.org/pc2/Dna_833f2399567c8ab046da6b1949860a98;http://pathwaycommons.org/pc2/Dna_e20edde1517f85ed1313ee7802067712;http://pathwaycommons.org/pc2/Dna_f177f7bc5f856f2970595a37d85de1d0	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_858335e27ded29b042f9b0a73c179fde	HSPA1L-gene	http://pathwaycommons.org/pc2/Dna_29b976235e0ec929e25801997945a908;http://pathwaycommons.org/pc2/Dna_5a368fd05a2855682be1db0559cd11df;http://pathwaycommons.org/pc2/Dna_6f4af2b774a5d4796f233fa3c4805a66;http://pathwaycommons.org/pc2/Dna_df9c772372ded2775cd91d0f3b4acae2	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_89853d1504160b235476c12d48d508a2	STAT6-upregulated-extracellular-protein-genes	http://pathwaycommons.org/pc2/Dna_2f0ee7b627e7f39ae1ada7dbe7c67864;http://pathwaycommons.org/pc2/Dna_704a4da11b06ac30450bca441407bff9;http://pathwaycommons.org/pc2/Dna_ad9429b783925361dfb4a65c3df4caeb;http://pathwaycommons.org/pc2/Dna_ba51fbd89eed5efeda7675ca4cd23efa	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_8d1d7fc66e023cbaf6d92be8d0e29c06	DNA-repair-genes-regulated-by-CDK12	http://pathwaycommons.org/pc2/Dna_012349457ad9d0a9d56ae055ecde1670;http://pathwaycommons.org/pc2/Dna_0d1b08dd8c6bf6d879318d0e044d397d;http://pathwaycommons.org/pc2/Dna_20feb13adb75f9b1d72643a797f75df5;http://pathwaycommons.org/pc2/Dna_23e87efe68e9daac90350bb3c03df630;http://pathwaycommons.org/pc2/Dna_709e9743912dffc499dfafee170561fe;http://pathwaycommons.org/pc2/Dna_84293857528da93369f07844a19e4dd9;http://pathwaycommons.org/pc2/Dna_90b0ae5deeffe00d09bf88b9a3a8cf3b;http://pathwaycommons.org/pc2/Dna_f447e4763e1e15e95665e64607bb14bc	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_8d57e318658a11d348bfa52f57475d71	IL4,IL13-downregulated-genes-for-extracellular-proteins	http://pathwaycommons.org/pc2/Dna_42efe94275a4225035a4e23aa807cdc8;http://pathwaycommons.org/pc2/Dna_6e2870d011de63287f3d8ca55e6e141e;http://pathwaycommons.org/pc2/Dna_b4f370d576ce9294ee379d79ee83676f;http://pathwaycommons.org/pc2/Dna_e837543d4b0f2b62fc623766bdac29e9;http://pathwaycommons.org/pc2/Dna_f68e4046ec15f2f37601f6c864527bd9;http://pathwaycommons.org/pc2/Dna_f95fbec892ea1257681869c4d1de0397	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_9626aa896805fef32348f9938ebe6049	'canonical'-WNT-target-genes	http://pathwaycommons.org/pc2/Dna_0ecbd544001b884c34fc46bfc13ebdaf;http://pathwaycommons.org/pc2/Dna_3be44d4aa9c718f05714f83c6670eb9f	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_964218461f96240b483bbfda3e63b40f	HEY-Genes	http://pathwaycommons.org/pc2/Dna_24ad2c5e04e189f8c5129761af1e2694;http://pathwaycommons.org/pc2/Dna_a2084de8b8856d2d585679408cf156be;http://pathwaycommons.org/pc2/Dna_cb0a1af9dd45cd27e684444c70eadecb	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_9803884041ed63f037e66f2b41d23341	MIR34B,C-genes	http://pathwaycommons.org/pc2/Dna_7de9ec187840ac8b794f21f9315e2d16;http://pathwaycommons.org/pc2/Dna_950fd4d63e91039dacafbd404b336f91	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_984c2d93f7138fbb2a178672a373e228	HSPA8-gene,-ALOX15-gene	http://pathwaycommons.org/pc2/Dna_1e8a3c1a8e048416ce2f17c33093f8d4;http://pathwaycommons.org/pc2/Dna_e26cece4390644563adaa63fb4628d8f	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_997f987786be103cb43dfc404a69da78	STAT3-upregulated-genes-for-cytosolic-proteins	http://pathwaycommons.org/pc2/Dna_0fa8913403eea29d5426cd2cc96c3923;http://pathwaycommons.org/pc2/Dna_373af7df376c25b197846507867ae794;http://pathwaycommons.org/pc2/Dna_580320a638fc34200648ba318c354f86;http://pathwaycommons.org/pc2/Dna_5a363804ca43c8ac24a0714d22812b4e;http://pathwaycommons.org/pc2/Dna_7be61ff51719ea8d7eb4b71b5a084a2f;http://pathwaycommons.org/pc2/Dna_91b0bb49fefe3673ba23d46ddacefc56;http://pathwaycommons.org/pc2/Dna_91f5ffe31cc060c88ab2f64b6d95d2ed;http://pathwaycommons.org/pc2/Dna_ba0ccea32347a2f44a903fcf11d09531;http://pathwaycommons.org/pc2/Dna_cbe72428f9e7cfa9398454b04b14725a;http://pathwaycommons.org/pc2/Dna_cbf865f083256d0b86aef27cc780a37a;http://pathwaycommons.org/pc2/Dna_ceb3499eccb736f79597ba8793eb9bf4;http://pathwaycommons.org/pc2/Dna_eadd186992cc4cc59a801c5fa11a779d	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_9d368f2f821edc9a01659a77409637ad	STAT3-upregulated-genes-for-plasma-membrane-proteins	http://pathwaycommons.org/pc2/Dna_0366c08b1a51cfb14fd50a754c87ae7f;http://pathwaycommons.org/pc2/Dna_06e5571e9938d42f3681d8c55b67dc7b;http://pathwaycommons.org/pc2/Dna_0ebd47f1dc495dc81b263a307d12cc59;http://pathwaycommons.org/pc2/Dna_113899e598fd736d426c43b09193c0d0;http://pathwaycommons.org/pc2/Dna_d7c54940332fdbb5279a74a5ce86dbf6;http://pathwaycommons.org/pc2/Dna_f37ccaddb12a120f1d602726e211ab40	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_a12d7ebcad61f786f2800e49a3aa91fd	PTPN-genes2,4,5,6,7,9,11,12,13,14,18,20,23	http://pathwaycommons.org/pc2/Dna_09905d0628cb4f2405a9a2bd5a6452de;http://pathwaycommons.org/pc2/Dna_0c137fcaaf9dccf2a4ee74c362970c7e;http://pathwaycommons.org/pc2/Dna_17ccef27d6c280700b53d72e7927d6c7;http://pathwaycommons.org/pc2/Dna_2fd979fc87e2e1de182fff3f9d6e880e;http://pathwaycommons.org/pc2/Dna_4079789f77c8b84b9131489832f80548;http://pathwaycommons.org/pc2/Dna_40ac01297924cf4ebd87f9f78c0dfc68;http://pathwaycommons.org/pc2/Dna_4ee7f80bf1bb4409100854936fdd1d35;http://pathwaycommons.org/pc2/Dna_536b89a21f078f1d6e80f88402bb1c6a;http://pathwaycommons.org/pc2/Dna_81f5fb61d3b14831d09159fcaf55772a;http://pathwaycommons.org/pc2/Dna_a6ea0be060387f2c7ed7887319a8f114;http://pathwaycommons.org/pc2/Dna_bd857d39e271bbba96ecfee8d7b31aca;http://pathwaycommons.org/pc2/Dna_f4a4c78b45548223304391fb79967759;http://pathwaycommons.org/pc2/Dna_fa3bc98b4d0524fe6d10abff90b7856d	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_a3807fe81544bd023e20149468dc48cd	MMP2,10-genes	http://pathwaycommons.org/pc2/Dna_9266bee1d0a42e3d13ff69a2bfaa47ee;http://pathwaycommons.org/pc2/Dna_9a846bf52ea7d9150661b4aa8bf85342	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_aeff4f745720cc3f40861527dd04f3d9	CISH-gene,-SOCS1-gene,-SOCS2-gene	http://pathwaycommons.org/pc2/Dna_1d60c5ea3c86b4371ebe25b869c28d72;http://pathwaycommons.org/pc2/Dna_42ec2f199d45f52672d033695c04ac75;http://pathwaycommons.org/pc2/Dna_f76f5e079eda4cfd3d255abcf6d62050	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_b7729816eabdafb1085e9579d6ebd0fa	FCGRA-genes	http://pathwaycommons.org/pc2/Dna_4476f78c0e0a9b36dcd7e2b8f43bc4d0;http://pathwaycommons.org/pc2/Dna_e77715a31b578a0b09880f03295dd488	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_bc31ce6e789c753180269e23eb6549be	IFNG-induced-TRIM-genes	http://pathwaycommons.org/pc2/Dna_0a95a0ab0b5f456a64ff3c62d92524fb;http://pathwaycommons.org/pc2/Dna_1bbb1ba446acb096d2c54161d6b172c8;http://pathwaycommons.org/pc2/Dna_2184237b13b4cd2fa9a19b9dab3dc3ae;http://pathwaycommons.org/pc2/Dna_3342910e8f3f5a6824ba00bdd9d66503;http://pathwaycommons.org/pc2/Dna_49a651cc540c228ae1733aa250b04a8d;http://pathwaycommons.org/pc2/Dna_5f774bd1755708a7c054a42ee364aa06;http://pathwaycommons.org/pc2/Dna_60e252c6a9290c3deed46ebef76d9630;http://pathwaycommons.org/pc2/Dna_76e099834bf3d28b85df48cad60fde06;http://pathwaycommons.org/pc2/Dna_7819b90f844b721643c216bc25d3fb92;http://pathwaycommons.org/pc2/Dna_8f9645ecaf8ccee3a33ad97be7fb9113;http://pathwaycommons.org/pc2/Dna_960319ac6f1744d3db3c99fe60903a28;http://pathwaycommons.org/pc2/Dna_a1be5ad762a74a9b8db1c0ca9502a088;http://pathwaycommons.org/pc2/Dna_a80814d3ac925d0e1a2cbac49378fd1b;http://pathwaycommons.org/pc2/Dna_ab95c083729e44076fb3e345ecf65908;http://pathwaycommons.org/pc2/Dna_ad068c50bf05f9155f15a6753753bcb9;http://pathwaycommons.org/pc2/Dna_bbc995bab8590d35d547fb733e491258;http://pathwaycommons.org/pc2/Dna_c05d807e8585d49136b8e3d70c1cd089;http://pathwaycommons.org/pc2/Dna_d87595d10c585dc20996a92f85f5c55c;http://pathwaycommons.org/pc2/Dna_dbb854a1df30941d05dcaa55be889f0a;http://pathwaycommons.org/pc2/Dna_df6b7513bf883678914f6096d9b6d99a;http://pathwaycommons.org/pc2/Dna_e12981f235293ff59bc1f1a2749b6185;http://pathwaycommons.org/pc2/Dna_e25c7abc378178454b0a2b4c0fd65a0f;http://pathwaycommons.org/pc2/Dna_e8b1a26677b624b3cb648b82d8af4813;http://pathwaycommons.org/pc2/Dna_ec6ce604745dbd7f344b507a8c7066ef	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_bf561ccb513a9afcad7af2d7111b9941	SFTPA-genes	http://pathwaycommons.org/pc2/Dna_0f9eaeb4d6bea8809695d3774f3a94d3;http://pathwaycommons.org/pc2/Dna_65b800efe6c5c54e856eee7fbacc1d32;http://pathwaycommons.org/pc2/Dna_bfed5d1f3a72433635f989e4dea7622e	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_bf99d6cbfd6af58664070baff24e2a02	RAG1,2-genes	http://pathwaycommons.org/pc2/Dna_96b250f25f51838f55bf0eaeff806e70;http://pathwaycommons.org/pc2/Dna_98d5736294c35e383b7073f76c843b63	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_c09f94987767e76f992574052d146383	KDM4B-regulated-estrogen-responsive-genes	http://pathwaycommons.org/pc2/Dna_1f9a3eec38b3b6d610aece4295468637;http://pathwaycommons.org/pc2/Dna_3be44d4aa9c718f05714f83c6670eb9f;http://pathwaycommons.org/pc2/Dna_45a09ab09f43c710a8c96b5cc22ccdbc;http://pathwaycommons.org/pc2/Dna_de5e1be83dae8e0445d50034b13b1070;http://pathwaycommons.org/pc2/Dna_ee3d90308645a77a1209590f65ade14b	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_c0c5125eeee86441b2760220c3eea577	IL13-upregulated-genes-for-plasma-membrane-proteins	http://pathwaycommons.org/pc2/Dna_26b4586bb45801f8e1d0e156f25c02d8;http://pathwaycommons.org/pc2/Dna_2bb0efe66a4e5f97b9bd2dec049e3551;http://pathwaycommons.org/pc2/Dna_3000f551fb8579e9da4c4de29fb92214;http://pathwaycommons.org/pc2/Dna_376ed20d77b48b8b442d689fd6674f28;http://pathwaycommons.org/pc2/Dna_801f1488c1a345d961d49e0233eacd71;http://pathwaycommons.org/pc2/Dna_da82ba652cada2f3ccc29fc58ebb75e0	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_c1712f0b5a371a96a81ff00a1dec1c18	BCL2-gene,-BCL2L1-gene	http://pathwaycommons.org/pc2/Dna_85765d6e95c3308a159e863cbfbad58d;http://pathwaycommons.org/pc2/Dna_8c544d4da77a7438718b66a09e746318	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_d22032b45d821cdfee11029f03f5f17e	CCL17,CCL22-genes	http://pathwaycommons.org/pc2/Dna_09577948a0e1d5f821d72d725016f70a;http://pathwaycommons.org/pc2/Dna_8637ee37c1122b03fbd64e11fc4dbcc1	None	nucleoplasm
http://pathwaycommons.org/pc2/Dna_de6a0b6d56f92de223c236d33abbc522	IFN-gamma-upregulated-CAMs-genes	http://pathwaycommons.org/pc2/Dna_0366c08b1a51cfb14fd50a754c87ae7f;http://pathwaycommons.org/pc2/Dna_2bb0efe66a4e5f97b9bd2dec049e3551;http://pathwaycommons.org/pc2/Dna_cfcae31855c95bef0b54197f57aefdc2;http://pathwaycommons.org/pc2/Dna_f379d56131371fd9c9883fd833086352	None	nucleoplasm
