DAG-and-IP3-signaling	ERK1-ERK2-pathway	FasL--CD95L-signaling	Integrin-signaling	MAPK6-MAPK4-signaling	PI3K-AKT-Signaling	Signaling-by-Activin	Signaling-by-BMP	Signaling-by-EGFR	Signaling-by-ERBB2	Signaling-by-ERBB4	Signaling-by-FGFR	Signaling-by-GPCR	Signaling-by-Hedgehog	Signaling-by-Hippo	Signaling-by-Insulin-receptor	Signaling-by-Leptin	Signaling-by-MET	Signaling-by-MST1	Signaling-by-NOTCH	Signaling-by-NTRKs	Signaling-by-Nuclear-Receptors	Signaling-by-PDGF	Signaling-by-PTK6	Signaling-by-Rho-GTPases	Signaling-by-SCF-KIT	Signaling-by-TGF-beta-Receptor-Complex	Signaling-by-Type-1-Insulin-like-Growth-Factor-1-Receptor-(IGF1R)	Signaling-by-VEGF	Signaling-by-WNT	TNF-signaling	TRAIL-signaling	mTOR-signalling	p75-NTR-receptor-mediated-signalling
Signaling-by-ERBB4	0.0005775895263765884	0.009993621092919413	0.015061688831917962	0.00016079755587715066	0.004837149306675266	0.0	0.011673151750972763	0.0019123505976095618	0.013548236393366036	0.0011676786548341896	0.0	0.012337800467985535	0.021483583299554115	0.010244917560429006	0.002556727388942154	0.0060708263069139965	0.003829583532790809	0.005413635594654035	0.0	0.017059301380991064	0.011887681902029105	0.011732561877209901	0.0036177910193658227	0.001046207497820401	0.007569524436399539	0.005747126436781609	0.01590392729633236	0.0037068239258635214	0.00887688151292937	0.017759562841530054	0.017487566180009625	0.01474122736740907	0.008015389547932029	0.006103437198843559
Signaling-by-FGFR	0.0	0.01098901098901099	0.016419213973799127	0.00017537706068046299	0.007000350017500875	0.0	0.01732889900227551	0.0020840569642236887	0.05560882070949185	0.04397705544933078	0.044694072657743784	0.0	0.02399275690357628	0.009769713886950453	0.0019157088122605363	0.0066518847006651885	0.0055574852379298365	0.0074046649389115145	0.0	0.02244039270687237	0.012640772236267524	0.01033274956217163	0.0040630975143403445	0.0301570306923626	0.014341359773371105	0.007168458781362007	0.02207428170988087	0.004060538944259874	0.009425878320479864	0.024416363246947955	0.01801014163315265	0.016069868995633188	0.008739730816290859	0.003500787677227376
Signaling-by-GPCR	0.001072731173567904	0.02888989990900819	0.016485443703963522	0.00017605633802816902	0.00649920955559459	0.01756287944492628	0.01756543123133673	0.0020920502092050207	0.07102208058274527	0.059385665529010236	0.060068259385665526	0.0316196542311192	0.0	0.011035207566999475	0.0019230769230769232	0.006860745410717597	0.004880599616524316	0.005568962316688323	0.0	0.02198381990854731	0.023189674031940496	0.008632840028188865	0.022520473157415833	0.029896168993913355	0.013856812933025405	0.02502274795268426	0.022671353251318103	0.004075583549462764	0.010304851867754402	0.025789813023855575	0.018082865168539325	0.016134689582602595	0.007522743177046886	0.0026329647182727752
Signaling-by-Hedgehog	0.06348400203148806	0.10020345879959308	0.021222839818089943	0.0	0.006568974229408792	0.08125952260030472	0.039533705017739486	0.004518072289156626	0.14496439471007122	0.13014743263853584	0.1297709923664122	0.0971021860701576	0.10478128179043744	0.0	0.001503006012024048	0.01806322127446061	0.001002004008016032	0.02223345123799899	0.0	0.057956278596847995	0.08430675469781615	0.002004008016032064	0.09252669039145907	0.04158215010141988	0.008016032064128256	0.09303507880020336	0.0496705524581855	0.017561465127947817	0.06399187404773997	0.10759816420193778	0.02679474216380182	0.021222839818089943	0.002004008016032064	0.005053057099545225
Signaling-by-Hippo	0.03587443946188341	0.07174887892376682	0.06550218340611354	0.001455604075691412	0.0014534883720930232	0.04185351270553064	0.037900874635568516	0.00436046511627907	0.10463378176382661	0.08370702541106129	0.08682634730538923	0.06726457399103139	0.05082212257100149	0.046511627906976744	0.0	0.016105417276720352	0.0	0.020437956204379562	0.0	0.04664723032069971	0.04185351270553064	0.004366812227074236	0.053811659192825115	0.024853801169590642	0.0029239766081871343	0.05680119581464873	0.052478134110787174	0.016105417276720352	0.03587443946188341	0.09431137724550898	0.07569141193595343	0.06550218340611354	0.013100436681222707	0.004379562043795621
Signaling-by-Insulin-receptor	0.07431069266980497	0.12014787430683918	0.01802096985583224	0.006600660066006601	0.0075409836065573775	0.09654228004108183	0.02564102564102564	0.0036065573770491803	0.16840536512667661	0.1523105360443623	0.1534195933456562	0.1246301775147929	0.08385666789804211	0.013442622950819673	0.001968503937007874	0.0	0.008524590163934427	0.010650018362100624	0.0	0.02304147465437788	0.10463899546564354	0.008204791598293404	0.10979667282809612	0.04765078307230923	0.021810971579643092	0.11464497041420119	0.03188691650230112	0.0007555723460521345	0.07731262660364618	0.09501347708894879	0.020314547837483616	0.017365661861074706	0.006568144499178982	0.0036101083032490976
Signaling-by-Leptin	0.07028360049321825	0.21481481481481482	0.019704433497536946	0.024630541871921183	0.022167487684729065	0.12083847102342787	0.0024630541871921183	0.0	0.3275	0.2808988764044944	0.28214731585518105	0.22373300370828184	0.15432098765432098	0.014778325123152709	0.0	0.11866501854140915	0.0	0.11625	0.0	0.003694581280788177	0.1524163568773234	0.0012315270935960591	0.20173267326732675	0.10336239103362391	0.0603448275862069	0.21836228287841192	0.008620689655172414	0.09517923362175525	0.07891491985203453	0.07407407407407407	0.01600985221674877	0.01600985221674877	0.0012315270935960591	0.0024630541871921183
Signaling-by-MET	0.06872190109184328	0.11353251318101933	0.018524332810047096	0.005980484734025811	0.008796732642161484	0.09180006533812479	0.026133501259445843	0.0034396497811131957	0.16082182075805881	0.14467184191954835	0.14573041637261822	0.11681914144968332	0.07827307827307828	0.014761306532663316	0.0015634771732332708	0.010101010101010102	0.007525870178739417	0.0	0.0012507817385866166	0.028688524590163935	0.09900662251655629	0.007822277847309137	0.10415200562983815	0.043478260869565216	0.022005658597925182	0.10841253079901443	0.032125984251968505	0.002786485545106235	0.07484741407002891	0.09205020920502092	0.021036106750392466	0.017896389324960755	0.0053125	0.002826633165829146
Signaling-by-MST1	0.05194805194805195	0.2987012987012987	0.05194805194805195	0.0	0.0	0.07792207792207792	0.0	0.0	0.2987012987012987	0.2727272727272727	0.2727272727272727	0.24675324675324675	0.2077922077922078	0.0	0.0	0.2077922077922078	0.03896103896103896	0.44594594594594594	0.0	0.0	0.18181818181818182	0.0	0.24675324675324675	0.07792207792207792	0.0	0.23376623376623376	0.0	0.18181818181818182	0.05194805194805195	0.025974025974025976	0.05194805194805195	0.05194805194805195	0.012987012987012988	0.0
Signaling-by-NOTCH	0.07406094968107725	0.10972568578553615	0.014054813773717497	0.00034916201117318437	0.008793527963418923	0.08745111980092428	0.027134587554269174	0.0045406915822563745	0.16021897810218977	0.14759475218658893	0.1550529004013134	0.106163163519772	0.09142653859836357	0.021164021164021163	0.0010482180293501049	0.02070902070902071	0.007332402234636872	0.027865961199294534	0.0	0.0	0.09252669039145907	0.010507880910683012	0.10260064125400783	0.049909584086799276	0.0031457532331352674	0.10117563234770217	0.03764024610930149	0.018954018954018954	0.07583274273564848	0.09087604507451835	0.01757469244288225	0.014054813773717497	0.003495281370150297	0.01371790362293352
Signaling-by-NTRKs	0.0	0.031606463878326996	0.016873092802010412	0.0001802776275464215	0.007195538765965102	0.0	0.017808958445763627	0.0021417097983223274	0.07574671445639188	0.06584264321369146	0.06655574043261231	0.035510009532888465	0.04529067147363677	0.010037641154328732	0.001968856273492035	0.022693726937269374	0.005713265488305659	0.024516129032258065	0.0	0.023054755043227664	0.0	0.010249955044056824	0.02615311459819306	0.03131868131868132	0.015099144988175368	0.029467680608365018	0.022862286228622863	0.021323529411764706	0.009105041083721963	0.024800708591674048	0.018508535489667566	0.01651409082749955	0.008983111749910169	0.007019438444924406
Signaling-by-Nuclear-Receptors	0.09292227529309596	0.13817227809357235	0.008123129542539546	0.00427715996578272	0.01284796573875803	0.10622551153678711	0.03641816623821765	0.005130397605814451	0.15961622328826863	0.15089402529437418	0.15192644483362522	0.12975098296199214	0.11989459815546773	0.01581196581196581	0.0017101325352714834	0.03641816623821765	0.009401709401709401	0.029978586723768737	0.0	0.04804804804804805	0.11372549019607843	0.0	0.12505446623093683	0.03216123499142367	0.006426735218508998	0.12505446623093683	0.043701799485861184	0.029122055674518203	0.09335649153278333	0.1240174672489083	0.011115861479264643	0.008123129542539546	0.0042863266180882984	0.0021376656690893546
Signaling-by-PDGF	0.0006450225757901526	0.011057692307692308	0.01649412177575013	0.00017618040873854828	0.007032348804500703	0.0	0.017408123791102514	0.00209351011863224	0.05703971119133574	0.04427333974975938	0.044995187680461984	0.01418951418951419	0.02413479052823315	0.00981423063441991	0.0019244226731980406	0.006682754780025988	0.005409178153899843	0.00744047619047619	0.0	0.022543148996125396	0.013379469434832756	0.01054481546572935	0.0	0.030297597705270705	0.0144076840981857	0.007216742843396681	0.022347351750835825	0.004080118694362018	0.010116229014205768	0.024553090674133103	0.01809239416827683	0.01614318301456396	0.00877963125548727	0.003516792685071215
Signaling-by-PTK6	0.06779661016949153	0.11703360370799537	0.025712688652878703	0.006664815329075257	0.006219960418433701	0.08721934369602763	0.017663817663817662	0.0022172949002217295	0.14420880913539968	0.12887438825448613	0.1298531810766721	0.11590843233845262	0.09290882778581766	0.013113839285714286	0.001942286348501665	0.03487064116985377	0.005834954153931648	0.033663366336633666	0.0	0.026788258763180393	0.09589832466782207	0.0077777777777777776	0.11040278180237613	0.0	0.013024602026049204	0.11107888631090487	0.023096663815226688	0.03008152937868991	0.07546082949308756	0.08291825373571637	0.027948574622694244	0.02515371716042482	0.005823627287853577	0.0033463469046291134
Signaling-by-Rho-GTPases	0.1017428167687235	0.1698292220113852	0.02072072072072072	0.010825439783491205	0.0032139577594123047	0.13043478260869565	0.018001800180018002	0.001348314606741573	0.23122529644268774	0.20800395256916995	0.20899209486166007	0.17045454545454544	0.1347517730496454	0.016179775280898877	0.0009004952723998199	0.051865332120109194	0.008988764044943821	0.04308390022675737	0.0	0.024752475247524754	0.1441398865784499	0.002253267237494367	0.16193181818181818	0.04198841698841699	0.0	0.16390336333491237	0.022972972972972974	0.041837198726693954	0.1206977840641207	0.1486229819563153	0.025675675675675677	0.02072072072072072	0.007647323436797121	0.013605442176870748
Signaling-by-SCF-KIT	0.001072961373390558	0.011276391554702496	0.016473887136347704	0.00017596339961288053	0.007023705004389816	0.0	0.01738672286617492	0.0020909566126502874	0.056971153846153845	0.04396924555502162	0.04493032196059587	0.014402304368698993	0.024551034325983177	0.009802205496236654	0.0019220688450113576	0.006675319859076581	0.005230125523012552	0.007060572277963582	0.0	0.022515391380826737	0.013812154696132596	0.010531858873091101	0.004322766570605188	0.030096739519885347	0.014214641080312722	0.0	0.02214800492177887	0.004074828671976292	0.010521795147090401	0.024516129032258065	0.01807017543859649	0.016123378899404135	0.008768853034023149	0.0035124692658939235
Signaling-by-TGF-beta-Receptor-Complex	0.06320541760722348	0.08998109640831758	0.012313432835820896	0.0003707823507601038	0.008961911874533234	0.07532956685499058	0.0	0.0014864362690449647	0.14567996900426192	0.13444401394808214	0.13405656722200698	0.09190620272314674	0.0755287009063444	0.016828721017202692	0.0044526901669758815	0.01563663440059568	0.006303299962921765	0.018345189067764882	0.0	0.03697996918335902	0.07936507936507936	0.010776662950575994	0.08620037807183364	0.052773497688751926	0.008172362555720654	0.08396369137670197	0.0	0.014892032762472078	0.06774557771923222	0.08742746615087041	0.016417910447761194	0.012313432835820896	0.0029662588060808304	0.004109077325364214
Signaling-by-Type-1-Insulin-like-Growth-Factor-1-Receptor-(IGF1R)	0.07427785419532325	0.12192351382052254	0.01843781428092524	0.0070898041863605675	0.007715531700771553	0.09765488274413721	0.026236125126135216	0.0036900369003690036	0.17223065250379363	0.1541082923135176	0.1552442256720939	0.12646724725482772	0.08399545970488081	0.013753773901375378	0.002014098690835851	0.008533747090768037	0.00872190540087219	0.01092690278824416	0.0	0.023576961940047155	0.10610361958836054	0.008392077878482713	0.1113214691404771	0.04602795772246846	0.019269776876267748	0.11624384702764104	0.032626976118398925	0.0	0.07811424638678596	0.0954514128187457	0.02078444518940664	0.017767348307073418	0.006720430107526882	0.0036937541974479517
Signaling-by-VEGF	0.0	0.053134962805526036	0.01889927310488058	0.0002087246921310791	0.007698709945900957	0.023626227767454207	0.02098047361861238	0.0024757582009490406	0.10272873194221509	0.09163558870538092	0.09163558870538092	0.051370774554165555	0.05306447333510215	0.011611030478955007	0.002276961291658042	0.02710653498634167	0.005980614559703032	0.02372952540949181	0.0	0.025998336106489186	0.030157459300773952	0.010804072304176189	0.04865727200212709	0.03542638947815019	0.016645596291613992	0.05338645418326693	0.02681912681912682	0.02451802179379715	0.0	0.03048780487804878	0.021210230817217717	0.01889927310488058	0.008908224570126373	0.0029124193883919283
Signaling-by-WNT	0.0013726835964310226	0.046196276717995866	0.016632785067455184	0.00018556318426424197	0.008705315799222077	0.019490942444393488	0.013860273459449336	0.0016538037486218302	0.09874243129948766	0.08802980903586399	0.08826269212855146	0.047520661157024795	0.04722604309949564	0.009791243303159062	0.002210759027266028	0.02573186649263472	0.006059493206022769	0.024654463952185283	0.0	0.018556701030927835	0.027535566773749427	0.010374212671359764	0.04247015610651974	0.038834951456310676	0.015199849878025896	0.04660238751147842	0.019302848575712146	0.022735743570629893	0.012128146453089244	0.0	0.018504811250925242	0.016632785067455184	0.007926267281105992	0.0025901942645698427
TNF-signaling	0.05548549810844893	0.08769716088328075	0.002102312543798178	0.005535055350553505	0.002484472049689441	0.06746532156368222	0.04285714285714286	0.0043023970497848806	0.12128869235628553	0.1029040404040404	0.11630847029077118	0.0832807570977918	0.06818181818181818	0.03791174642635177	0.005535055350553505	0.014760147601476014	0.010448678549477565	0.023587833643699565	0.0	0.05721393034825871	0.07187894073139975	0.004920049200492005	0.07760252365930599	0.029430181590482152	0.009864364981504316	0.07760252365930599	0.05403726708074534	0.014145141451414513	0.06368221941992434	0.11560328490208464	0.0	0.002803083391730904	0.0012300123001230013	0.006845052893590542
TRAIL-signaling	0.05473684210526316	0.0898876404494382	0.0023828435266084196	0.00616860863605209	0.002772002772002772	0.06807017543859649	0.04781704781704782	0.004794520547945206	0.12649332396345747	0.1061138439915671	0.10541110330288124	0.08497191011235955	0.0646521433591005	0.036036036036036036	0.00616860863605209	0.015764222069910898	0.0006849315068493151	0.024930747922437674	0.0	0.0638002773925104	0.07298245614035087	0.0013708019191226869	0.07865168539325842	0.032167832167832165	0.010996563573883162	0.07865168539325842	0.060291060291060294	0.015078821110349555	0.06385964912280702	0.11806043569922699	0.016666666666666666	0.0	0.0013708019191226869	0.006232686980609419
mTOR-signalling	0.13847583643122677	0.17658168083097261	0.05373406193078324	0.0009115770282588879	0.00818926296633303	0.1680830972615675	0.06005459508644222	0.00545950864422202	0.19924457034938622	0.19735599622285174	0.1964117091595845	0.17752596789423986	0.15427509293680297	0.01637852593266606	0.007285974499089253	0.011915673693858845	0.015468607825295723	0.011839708561020037	0.0	0.07208029197080291	0.16902738432483475	0.016483516483516484	0.17186024551463644	0.027347310847766638	0.0036463081130355514	0.17186024551463644	0.06733393994540492	0.011915673693858845	0.13940520446096655	0.16263940520446096	0.05373406193078324	0.05373406193078324	0.0	0.004549590536851683
p75-NTR-receptor-mediated-signalling	0.08375056895766955	0.1273972602739726	0.03598740440845704	0.0035746201966041107	0.014394961763382817	0.09721588315837518	0.036470058532192706	0.003573023671281822	0.1846435100548446	0.16719963453631795	0.17649748513946045	0.1259698767685988	0.11060537096040055	0.024752475247524754	0.004472271914132379	0.03940886699507389	0.005806163465832961	0.03285328532853286	0.0	0.05139765554553652	0.11740520785746916	0.010277033065236819	0.1223185759926974	0.05593143888137122	0.03334835511491663	0.12277498858968508	0.04551599819738621	0.032691446484549934	0.0883424408014572	0.10883424408014572	0.041910770617395225	0.03598740440845704	0.003573023671281822	0.0
