DAG-and-IP3-signaling	ERK1-ERK2-pathway	FasL--CD95L-signaling	Integrin-signaling	MAPK6-MAPK4-signaling	PI3K-AKT-Signaling	Signaling-by-Activin	Signaling-by-BMP	Signaling-by-EGFR	Signaling-by-ERBB2	Signaling-by-ERBB4	Signaling-by-FGFR	Signaling-by-GPCR	Signaling-by-Hedgehog	Signaling-by-Hippo	Signaling-by-Insulin-receptor	Signaling-by-Leptin	Signaling-by-MET	Signaling-by-MST1	Signaling-by-NOTCH	Signaling-by-NTRKs	Signaling-by-Nuclear-Receptors	Signaling-by-PDGF	Signaling-by-PTK6	Signaling-by-Rho-GTPases	Signaling-by-SCF-KIT	Signaling-by-TGF-beta-Receptor-Complex	Signaling-by-Type-1-Insulin-like-Growth-Factor-1-Receptor-(IGF1R)	Signaling-by-VEGF	Signaling-by-WNT	TNF-signaling	TRAIL-signaling	mTOR-signalling	p75-NTR-receptor-mediated-signalling
Signaling-by-ERBB4	0.0008051529790660225	0.011746522411128285	0.006494866959983239	0.00021048200378867606	0.004013519222644698	0.0	0.011702127659574468	0.0014562096941959641	0.01741912548880199	0.0017768301350390902	0.0	0.017630683575626353	0.024235429890363532	0.008788449466415568	0.0018789144050104384	0.006723442402510085	0.003334027922483851	0.006527121314427189	0.0	0.014934926392148495	0.013192612137203167	0.012410601598653766	0.005261528938409161	0.0014061401453011485	0.008027771750922109	0.008359133126934985	0.013847464848743076	0.0031340944705618985	0.011577813677975229	0.015043763676148797	0.008604407135362015	0.006494866959983239	0.00880503144654088	0.00546448087431694
Signaling-by-FGFR	0.0	0.015001973943939992	0.00712180746561886	0.0002469745616201531	0.007387343018960847	0.0	0.01847290640394089	0.001705237515225335	0.0666931321953156	0.050967996839193994	0.05175819834057685	0.0	0.030379746835443037	0.008825692571708753	0.0009782342871117633	0.008246874168661877	0.00194884287454324	0.008535609495865563	0.0	0.017279684028634903	0.014825796886582653	0.01059896475228001	0.006321612011062821	0.028600354340673248	0.014017521902377972	0.01066350710900474	0.02096177558569667	0.0037184594953519256	0.012271973466003316	0.023872679045092837	0.008116084604033447	0.00712180746561886	0.01032448377581121	0.0034482758620689655
Signaling-by-GPCR	0.0013084723585214263	0.0336676217765043	0.007320644216691069	0.0002453385672227674	0.006847640009782343	0.020279255319148936	0.018341892883345562	0.0016940948693126815	0.07959842237361062	0.06664278036546041	0.06735936940164816	0.04154727793696275	0.0	0.00925700365408039	0.0009718172983479105	0.00791765637371338	0.0014517299782240503	0.006872852233676976	0.0	0.016168544830965213	0.025952140208965285	0.007858546168958742	0.027578796561604585	0.027373179306880966	0.013167701863354038	0.03151862464183381	0.020802741067058247	0.0036900369003690036	0.012442698100851343	0.02492620531321745	0.008308895405669599	0.007320644216691069	0.007295719844357977	0.0026875152699731247
Signaling-by-Hedgehog	0.058663028649386086	0.09452054794520548	0.0013458950201884253	0.0	0.0013458950201884253	0.06957708049113233	0.07462686567164178	0.005291005291005291	0.136986301369863	0.12585499316005472	0.12482853223593965	0.09712722298221614	0.09178082191780822	0.0	0.0	0.022457067371202115	0.0	0.02826379542395693	0.0	0.047879616963064295	0.0723055934515689	0.0	0.08618331053351573	0.035326086956521736	0.0013157894736842105	0.08755129958960328	0.08548168249660787	0.022457067371202115	0.058663028649386086	0.12689655172413794	0.0026954177897574125	0.0013458950201884253	0.0	0.006729475100942127
Signaling-by-Hippo	0.010471204188481676	0.06282722513089005	0.215311004784689	0.004784688995215311	0.0	0.010471204188481676	0.019230769230769232	0.0	0.03664921465968586	0.03664921465968586	0.04736842105263158	0.03664921465968586	0.03664921465968586	0.0	0.0	0.02926829268292683	0.0	0.028985507246376812	0.0	0.0	0.010471204188481676	0.0	0.03664921465968586	0.0	0.0	0.03664921465968586	0.019230769230769232	0.02926829268292683	0.010471204188481676	0.02631578947368421	0.215311004784689	0.215311004784689	0.023923444976076555	0.004830917874396135
Signaling-by-Insulin-receptor	0.07260726072607261	0.15482502651113467	0.003875968992248062	0.00946372239747634	0.0	0.10267471958584987	0.00546875	0.0015527950310559005	0.21691973969631237	0.18345705196182396	0.18663838812301167	0.1762208067940552	0.09417989417989418	0.002329192546583851	0.004665629860031105	0.0	0.003105590062111801	0.02497398543184183	0.0	0.0109717868338558	0.11945701357466064	0.004669260700389105	0.13997879109225875	0.04035512510088781	0.011075949367088608	0.15180467091295116	0.00546875	0.0011299435028248588	0.07666666666666666	0.07877280265339967	0.003875968992248062	0.003875968992248062	0.00857365549493375	0.004669260700389105
Signaling-by-Leptin	0.022222222222222223	0.08598726114649681	0.00949367088607595	0.012658227848101266	0.0	0.0380952380952381	0.0	0.0	0.20394736842105263	0.1737704918032787	0.1737704918032787	0.10543130990415335	0.07006369426751592	0.0	0.0	0.054313099041533544	0.0	0.08881578947368421	0.0	0.0	0.06109324758842444	0.0	0.07051282051282051	0.1270358306188925	0.00949367088607595	0.1	0.0	0.04792332268370607	0.025396825396825397	0.025477707006369428	0.00949367088607595	0.00949367088607595	0.0031645569620253164	0.0
Signaling-by-MET	0.06798096532970768	0.14309484193011648	0.005836575875486381	0.01108213820078227	0.0006493506493506494	0.1001410437235543	0.008480104370515329	0.002572347266881029	0.2135593220338983	0.17800167926112512	0.17968094038623006	0.1609674728940784	0.08374792703150911	0.011031797534068787	0.003215434083601286	0.010586319218241042	0.009055627425614488	0.0	0.0012861736334405145	0.016350555918901243	0.11328976034858387	0.0038634900193174502	0.13010842368640535	0.041750841750841754	0.009102730819245773	0.13939899833055092	0.012402088772845953	0.003257328990228013	0.07142857142857142	0.08401639344262295	0.005836575875486381	0.005836575875486381	0.005138086062941554	0.0012978585334198572
Signaling-by-MST1	0.0	0.08333333333333333	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.08333333333333333	0.08333333333333333	0.08333333333333333	0.08333333333333333	0.08333333333333333	0.0	0.0	0.08333333333333333	0.0	0.3333333333333333	0.0	0.0	0.08333333333333333	0.0	0.08333333333333333	0.0	0.0	0.08333333333333333	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0
Signaling-by-NOTCH	0.07073715562174236	0.10466867469879518	0.005120702267739576	0.0007220216606498195	0.0036656891495601175	0.08320839580209895	0.04046692607003891	0.004335260115606936	0.17129262490087233	0.1541501976284585	0.16323296354992076	0.10316265060240964	0.08783783783783784	0.029498525073746312	0.0021691973969631237	0.021167883211678833	0.0007220216606498195	0.024336283185840708	0.0	0.0	0.08640120210368145	0.014534883720930232	0.10015060240963855	0.05287713841368585	0.000723589001447178	0.09713855421686747	0.048286604361370715	0.021167883211678833	0.07148175725986597	0.09905660377358491	0.005856515373352855	0.005120702267739576	0.002894356005788712	0.013196480938416423
Signaling-by-NTRKs	0.0	0.04292832502874665	0.007049345417925478	0.00025329280648429586	0.007575757575757576	0.0	0.01818181818181818	0.0017482517482517483	0.0920340293890178	0.07975460122699386	0.08052147239263803	0.05236811705814401	0.059528002817893624	0.009045226130653266	0.0010030090270812437	0.028788275320596704	0.005747126436781609	0.030318870883429168	0.0	0.01694915254237288	0.0	0.010853104492680465	0.0379746835443038	0.030044030044030043	0.013853258081067214	0.04254503641241855	0.020475227502527806	0.02551418901327779	0.012741046831955923	0.02296880356530682	0.008068582955118508	0.007049345417925478	0.010587345601209983	0.005054334091483447
Signaling-by-Nuclear-Receptors	0.08163265306122448	0.12109375	0.004878048780487805	0.001221001221001221	0.012254901960784314	0.08868894601542417	0.026993865030674847	0.0024390243902439024	0.12015503875968993	0.12015503875968993	0.12156862745098039	0.10909090909090909	0.12137203166226913	0.001218026796589525	0.0024390243902439024	0.04049079754601227	0.001218026796589525	0.025735294117647058	0.0	0.03571428571428571	0.09664948453608248	0.0	0.1095360824742268	0.013530135301353014	0.007361963190184049	0.10824742268041238	0.026993865030674847	0.025735294117647058	0.08290816326530612	0.10116731517509728	0.004878048780487805	0.004878048780487805	0.004914004914004914	0.0012195121951219512
Signaling-by-PDGF	0.0009855453350854138	0.014884449667058363	0.007575757575757576	0.0002457606291472106	0.0073511394266111245	0.0	0.01838235294117647	0.001696969696969697	0.06789638932496075	0.05256963515103962	0.05335425657120439	0.022344178753430026	0.03016157989228007	0.008782629909734082	0.0009734728644439036	0.007936507936507936	0.004849660523763337	0.009020960466967366	0.0	0.01719479243429133	0.015762463343108504	0.010531471956894441	0.0	0.029715436917652983	0.013947696139476962	0.010980392156862745	0.020608439646712464	0.0036988110964332895	0.013162224415926292	0.023715415019762844	0.008565834557023984	0.007575757575757576	0.010273972602739725	0.003431372549019608
Signaling-by-PTK6	0.07270865335381464	0.12785862785862787	0.007804878048780488	0.003859141341051616	0.0054753608760577405	0.08838643371017471	0.025227043390514632	0.002403846153846154	0.17631750162654522	0.16005204944697463	0.16135328562134027	0.12792511700468018	0.10534509600415153	0.015077821011673152	0.0009633911368015414	0.03747534516765286	0.005311443746982134	0.04235176880916791	0.0	0.01463907117617365	0.09979317476732161	0.004826254826254826	0.12064482579303172	0.0	0.01816294758692268	0.12135416666666667	0.029813036887316825	0.036471168063085264	0.08384773662551441	0.09124668435013263	0.008292682926829269	0.007804878048780488	0.004812319538017324	0.003887269193391642
Signaling-by-Rho-GTPases	0.10474090407938258	0.1804932735426009	0.014940239043824702	0.00999000999000999	0.007276507276507277	0.12111111111111111	0.003976143141153081	0.0	0.27351485148514854	0.25	0.2537128712871287	0.18303571428571427	0.16017797552836485	0.0	0.001990049751243781	0.06415478615071284	0.002973240832507433	0.06268958543983821	0.0	0.005964214711729622	0.1388888888888889	0.004985044865403789	0.17410714285714285	0.052570093457943924	0.0	0.1776536312849162	0.00398406374501992	0.06307222787385554	0.13480662983425415	0.1348314606741573	0.014940239043824702	0.014940239043824702	0.00893743793445879	0.008088978766430738
Signaling-by-SCF-KIT	0.0013188262446422684	0.0149547422274695	0.007599901936749203	0.0002465483234714004	0.007374631268436578	0.0	0.018441111384312762	0.0017023346303501946	0.0698776154757205	0.052465483234714005	0.053648915187376724	0.022843639228042535	0.030303030303030304	0.00881057268722467	0.0009765625	0.007966011683483803	0.004623996106108542	0.009054593874833556	0.0	0.01724987678659438	0.016194331983805668	0.010565110565110565	0.0063066614111154905	0.029329962073324906	0.013996500874781305	0.0	0.020925652387986212	0.003711558854718982	0.01353135313531353	0.023817399933840556	0.00859317456420329	0.007599901936749203	0.010306748466257669	0.0034423407917383822
Signaling-by-TGF-beta-Receptor-Complex	0.0811965811965812	0.1063094209161625	0.0016778523489932886	0.0	0.004201680672268907	0.0908311910882605	0.0	0.0033250207813798837	0.18115279048490393	0.17200365965233302	0.17108874656907594	0.10726643598615918	0.0939655172413793	0.025295109612141653	0.008285004142502071	0.015025041736227046	0.0008271298593879239	0.01775147928994083	0.0	0.032490974729241874	0.09499136442141623	0.010806317539484621	0.10285220397579949	0.06498194945848375	0.005813953488372093	0.10034602076124567	0.0	0.015025041736227046	0.08383233532934131	0.12215132178669097	0.0025167785234899327	0.0016778523489932886	0.0024813895781637717	0.007569386038687973
Signaling-by-Type-1-Insulin-like-Growth-Factor-1-Receptor-(IGF1R)	0.07	0.15219721329046088	0.00392156862745098	0.01036682615629984	0.0	0.10008703220191471	0.005533596837944664	0.0015710919088766694	0.21336206896551724	0.18006430868167203	0.1832797427652733	0.1714898177920686	0.09090909090909091	0.002356637863315004	0.004720692368214005	0.010344827586206896	0.003142183817753339	0.02536997885835095	0.0	0.011102299762093577	0.11711711711711711	0.004720692368214005	0.13719185423365488	0.035918367346938776	0.0064	0.1489817792068596	0.005533596837944664	0.0	0.07345575959933222	0.076214405360134	0.00392156862745098	0.00392156862745098	0.008675078864353312	0.004724409448818898
Signaling-by-VEGF	0.0	0.0696815874480849	0.008079552517091361	0.00031308703819661864	0.008725459644749143	0.03133640552995392	0.022381100404103203	0.0021538461538461538	0.12657636618402615	0.11451089476124246	0.11404728789986092	0.07037037037037037	0.07412523020257827	0.011159330440173589	0.0012368583797155227	0.033523086654016446	0.0018450184501845018	0.02843601895734597	0.0	0.01962005605730302	0.038604651162790694	0.011504975124378109	0.066543438077634	0.03464870067372473	0.018100984439504603	0.06826568265682657	0.025521319638966696	0.028661417322834646	0.0	0.031724137931034485	0.00933997509339975	0.008079552517091361	0.009287925696594427	0.003426791277258567
Signaling-by-WNT	0.0011551790527531767	0.05743112145906092	0.00769865273577124	0.00027662517289073305	0.008827586206896552	0.02435253189022033	0.015427769985974754	0.0010905125408942203	0.1126984126984127	0.10436507936507937	0.10436507936507937	0.05770720371804802	0.06143740340030912	0.009618026930475405	0.0013683634373289546	0.028420172750069656	0.002178649237472767	0.024860335195530728	0.0	0.012075259758494805	0.030572755417956655	0.011865342163355408	0.05305964368706429	0.03822937625754527	0.014064697609001406	0.05538342370255616	0.01824817518248175	0.024498886414253896	0.014637904468412942	0.0	0.010192837465564738	0.00769865273577124	0.008216926869350863	0.003029468465987331
TNF-signaling	0.04381443298969072	0.06709677419354838	0.004862236628849271	0.003676470588235294	0.00125	0.05670103092783505	0.0175	0.0036719706242350062	0.09573091849935317	0.08656330749354005	0.09196891191709844	0.0696774193548387	0.046511627906976744	0.0425531914893617	0.006127450980392157	0.003676470588235294	0.0012239902080783353	0.01373283395755306	0.0	0.02506265664160401	0.059278350515463915	0.0024509803921568627	0.05935483870967742	0.022871664548919948	0.0012315270935960591	0.06064516129032258	0.0275	0.003676470588235294	0.04639175257731959	0.11772315653298836	0.0	0.006482982171799027	0.0012254901960784314	0.010037641154328732
TRAIL-signaling	0.04186046511627907	0.06987577639751552	0.006263048016701462	0.004418262150220913	0.0015082956259426848	0.05736434108527132	0.021116138763197588	0.004411764705882353	0.104199066874028	0.09331259720062209	0.09175738724727839	0.07298136645962733	0.04510108864696734	0.043740573152337855	0.007363770250368188	0.004418262150220913	0.0	0.016566265060240965	0.0	0.030211480362537766	0.06046511627906977	0.0014727540500736377	0.06055900621118013	0.027692307692307693	0.0014814814814814814	0.062111801242236024	0.033182503770739065	0.004418262150220913	0.04496124031007752	0.12597200622083982	0.022916666666666665	0.0	0.0	0.009036144578313253
mTOR-signalling	0.19801980198019803	0.22377622377622378	0.009230769230769232	0.0	0.0	0.2202797202797203	0.006134969325153374	0.0	0.22727272727272727	0.22727272727272727	0.22727272727272727	0.22377622377622378	0.20462046204620463	0.0	0.0	0.006289308176100629	0.003067484662576687	0.003076923076923077	0.0	0.04643962848297214	0.2202797202797203	0.03134796238244514	0.22377622377622378	0.0030864197530864196	0.009259259259259259	0.22377622377622378	0.006134969325153374	0.006289308176100629	0.20132013201320131	0.19801980198019803	0.009230769230769232	0.009230769230769232	0.0	0.003067484662576687
p75-NTR-receptor-mediated-signalling	0.07719714964370546	0.13053892215568863	0.06105990783410138	0.0011325028312570782	0.0034562211981566822	0.08373205741626795	0.06697459584295612	0.005656108597285068	0.17406962785114047	0.1606714628297362	0.17307692307692307	0.1339712918660287	0.11757719714964371	0.031141868512110725	0.00681044267877412	0.04441913439635535	0.0	0.04382929642445214	0.0	0.056778679026651215	0.09712230215827339	0.0022650056625141564	0.12440191387559808	0.03248259860788863	0.015046296296296295	0.12679425837320574	0.0763888888888889	0.04441913439635535	0.08085612366230678	0.11533888228299644	0.06712962962962964	0.06105990783410138	0.0011312217194570137	0.0
