Signaling-by-MET	Signaling-by-Type-1-Insulin-like-Growth-Factor-1-Receptor-(IGF1R)	Signaling-by-Insulin-receptor	Signaling-by-EGFR	Signaling-by-ERBB2	Signaling-by-ERBB4	Signaling-by-SCF-KIT	Signaling-by-FGFR	ERK1-ERK2-pathway	Signaling-by-GPCR	Signaling-by-PDGF	Signaling-by-VEGF	DAG-and-IP3-signaling	Signaling-by-NTRKs	PI3K-AKT-Signaling	Signaling-by-WNT	Integrin-signaling	TNF-signaling	TRAIL-signaling	FasL--CD95L-signaling	Signaling-by-Activin	Signaling-by-TGF-beta-Receptor-Complex	Signaling-by-NOTCH	Signaling-by-PTK6	Signaling-by-Rho-GTPases	MAPK6-MAPK4-signaling	p75-NTR-receptor-mediated-signalling	Signaling-by-Hippo	mTOR-signalling	Signaling-by-Hedgehog	Signaling-by-Nuclear-Receptors	Signaling-by-Leptin	Signaling-by-BMP	Signaling-by-MST1
Signaling-by-PDGF	0.007238508867173362	0.003969686033922772	0.006501715730540003	0.05574912891986063	0.04342777519739898	0.04412447747329308	0.006965405154399814	0.013695450324976788	0.010672853828306265	0.023778071334214	0.0	0.010008340283569641	0.0006248698187877526	0.012931995540691193	0.0	0.02587106196536616	0.00017164435290078958	0.017627930857436247	0.015729184475978798	0.01607112326893486	0.017474730169607676	0.02228698782787588	0.02196293754289636	0.030027932960893854	0.01437976437976438	0.007708119218910586	0.0034264176803152305	0.002045687009887487	0.00855431993156544	0.01092896174863388	0.010273972602739725	0.005271212378847135	0.002040122407344441	0.0
Signaling-by-VEGF	0.023293829178586023	0.02406199021207178	0.0265794316090779	0.10051679586563307	0.08980957282552754	0.08980957282552754	0.0520913523222992	0.050141424530727695	0.052618069815195075	0.052037938990002565	0.04752119188286669	0.0	0.0	0.029904614591389534	0.023082841754295973	0.03201844262295082	0.00020312817387771684	0.020643594414086218	0.01839498686072367	0.018597129573478876	0.021027092600080875	0.026709834075273168	0.025303643724696356	0.035080478745357	0.016605166051660517	0.00850546780072904	0.0028345818991698723	0.0024178924037880313	0.008671103044968743	0.012916246215943492	0.010515672396359959	0.005822124071471592	0.002410122514561157	0.0
DAG-and-IP3-signaling	0.02385935537881959	0.024639799540613908	0.027998328458002507	0.10331125827814569	0.09151018249140438	0.09151018249140438	0.05313243457573354	0.051125827814569536	0.053675304071919616	0.05386849749141801	0.04813541391166358	0.012185430463576159	0.0	0.030728476821192053	0.02299154334038055	0.03273495248152059	0.00020807324178110696	0.021144278606965175	0.01884057971014493	0.01904761904761905	0.02153655001035411	0.027559055118110236	0.025917478747667425	0.03630223723089911	0.017006088599622087	0.008711885500933417	0.003110097449720091	0.0024762690879075525	0.008880627839735646	0.01322860686233981	0.010770505385252692	0.005962171052631579	0.0024681201151789387	0.0
Signaling-by-NTRKs	0.023975666487743783	0.0208779443254818	0.022206303724928367	0.0738100712807542	0.0642873484328529	0.0649736902310684	0.02859103385178408	0.034403669724770644	0.030649588289112534	0.04432855280312908	0.02540045766590389	0.00899935718877223	0.0	0.0	0.0	0.02606837606837607	0.0001751006828926633	0.017978704835049746	0.016041848299912818	0.016390584132519617	0.017822820199196225	0.0227312467214548	0.02239328201539538	0.030938833570412518	0.01483836777954425	0.0078630089114101	0.006818181818181818	0.0020865936358894104	0.008726003490401396	0.011144001393000175	0.009956331877729258	0.005550737207285343	0.0020808045777700713	0.0
PI3K-AKT-Signaling	0.027037176117161096	0.023599925079602922	0.026246719160104987	0.08300876338851022	0.07059396299902629	0.07156767283349562	0.032862706913339826	0.03821811100292113	0.03481012658227848	0.04885918414381194	0.02994157740993184	0.01186402007757244	0.0013683010262257698	0.017283349561830575	0.0	0.027860242064398265	0.000184945441094877	0.018986175115207372	0.01693979009390536	0.017308046400294604	0.01915991156963891	0.024336283185840708	0.02363804247460757	0.03338334583645911	0.015493746499906664	0.008304115150396751	0.0036913990402362494	0.0022030475491096016	0.009214891264283081	0.011766868909726053	0.009957588050894339	0.006038426349496798	0.002196595277320154	0.0
Signaling-by-WNT	0.024296675191815855	0.022420707254830478	0.025351085172350903	0.0978704123244223	0.08676937018577255	0.08699592206615316	0.04579982126899017	0.04714030384271671	0.04607470364571684	0.04663096831771531	0.04177837354781055	0.011804008908685968	0.0013360053440213762	0.02746761947297901	0.019192144610577996	0.0	0.0001815211472136504	0.018102824040550327	0.016271921894774905	0.01645272102693907	0.01355559626305184	0.018878299120234605	0.018148487626031166	0.038525963149078725	0.01523215268856671	0.008516035513680015	0.0025339366515837103	0.002343186733958183	0.00775473399458972	0.010844026748599312	0.010148604566872055	0.005928853754940711	0.0016181229773462784	0.0
Integrin-signaling	0.06771204561653599	0.06548042704626335	0.07977207977207977	0.23464912280701755	0.2097953216374269	0.2097953216374269	0.1476608187134503	0.15716374269005848	0.1513157894736842	0.11988304093567251	0.14692982456140352	0.097953216374269	0.06725146198830409	0.11038011695906433	0.09283625730994152	0.09137426900584796	0.0	0.012622720897615708	0.007713884992987377	0.0091164095371669	0.023826208829712685	0.0322354590049054	0.03363700070077085	0.08380281690140845	0.05003523608174771	0.016818500350385426	0.005610098176718092	0.0	0.01263157894736842	0.020322354590049056	0.011228070175438596	0.004905395935529082	0.002102312543798178	0.0
TNF-signaling	0.025737265415549597	0.017553191489361703	0.018617021276595744	0.13228089275993468	0.11425462459194777	0.12581699346405228	0.08863512778684067	0.09516041326808047	0.09842305600870038	0.07562568008705114	0.089178901576944	0.06847826086956521	0.06141304347826087	0.08206521739130435	0.07608695652173914	0.11431682090364725	0.0047872340425531915	0.0	0.002379535990481856	0.001784651992861392	0.040236051502145924	0.05150214592274678	0.05639097744360902	0.031334413830361965	0.011727078891257996	0.0037553648068669528	0.006448146157979581	0.005851063829787234	0.002127659574468085	0.03542673107890499	0.009574468085106383	0.010101010101010102	0.004253056884635832	0.0
TRAIL-signaling	0.02431791221826809	0.015873015873015872	0.017048794826572605	0.13153153153153152	0.11171171171171171	0.1111111111111111	0.08403361344537816	0.0894357743097239	0.09483793517406963	0.07147147147147147	0.08463385354141657	0.06898620275944811	0.0611877624475105	0.07918416316736653	0.07378524295140972	0.11651651651651651	0.005291005291005291	0.013981358189081226	0.0	0.001998667554963358	0.04451038575667656	0.05697329376854599	0.062351543942992874	0.03349282296650718	0.012374779021803181	0.004154302670623145	0.005931198102016607	0.006466784244562022	0.0023515579071134627	0.03679525222551929	0.007054673721340388	0.0011750881316098707	0.004700352526439483	0.0
FasL--CD95L-signaling	0.024346793349168647	0.015891701000588582	0.017068864037669218	0.13168971737823212	0.11184606133493687	0.11124473842453397	0.08413461538461539	0.08954326923076923	0.09495192307692307	0.07155742633794347	0.08473557692307693	0.06906906906906907	0.06126126126126126	0.07927927927927927	0.07387387387387387	0.11665664461815996	0.00529723366686286	0.014	0.00266844563042028	0.0	0.044563279857397504	0.0570409982174688	0.0624256837098692	0.033532934131736525	0.012389380530973451	0.0041592394533571005	0.0059382422802850355	0.006474396703943496	0.002354326074161271	0.0368389780154486	0.007062978222483814	0.001176470588235294	0.004705882352941176	0.0
Signaling-by-Activin	0.017066085693536674	0.013728323699421965	0.014089595375722543	0.13675533907830648	0.12514050206069688	0.12514050206069688	0.07872574148663493	0.08678139875503478	0.08385206883925302	0.07025246981339188	0.07872574148663493	0.06015311702515494	0.05869485964272694	0.07357247437774524	0.070777088653776	0.08426966292134831	0.0003598416696653472	0.018102824040550327	0.01448225923244026	0.01448225923244026	0.0	0.010933229207340883	0.03471444568868981	0.04960835509138381	0.002881844380403458	0.007971014492753623	0.003621876131836291	0.004321209938782859	0.0028787333573227778	0.019593613933236574	0.01153984853948792	0.007196833393306945	0.00144248106743599	0.0
Signaling-by-TGF-beta-Receptor-Complex	0.01906106600776562	0.01580056179775281	0.01720505617977528	0.14546117389719285	0.13343055049216188	0.13343055049216188	0.08481824661439771	0.09301496792587313	0.0904880655504097	0.07686832740213523	0.08692554328464552	0.06810925860234125	0.06382978723404255	0.08048433048433049	0.07596734114305999	0.08809610484164543	0.0003497726477789437	0.017593244194229415	0.014074595355383532	0.014074595355383532	0.0	0.0	0.03517041334300217	0.05184916606236403	0.008409250175192713	0.008802816901408451	0.0038746037337090526	0.004200210010500525	0.0027981811822315496	0.01904090267983075	0.011216263582194182	0.006995452955578874	0.0014020329477742728	0.0
Signaling-by-NOTCH	0.031491002570694086	0.022712731925783748	0.02431222008957134	0.15810407689758038	0.14630916914928832	0.15308151093439365	0.10246433203631647	0.10927367055771725	0.11024643320363164	0.09326424870466321	0.10376134889753567	0.07454017424975799	0.07260406582768635	0.09199870424360221	0.08640776699029126	0.0891677675033025	0.0003183699458771092	0.017937219730941704	0.01472942683317323	0.01472942683317323	0.024991779020059193	0.03453947368421053	0.0	0.048323471400394474	0.004780114722753346	0.008974358974358974	0.013461538461538462	0.000955718381650207	0.0031867431485022306	0.02024421593830334	0.01181353767560664	0.007640878701050621	0.004140127388535032	0.0
Signaling-by-PTK6	0.03233629749393695	0.02919903562818109	0.03483386923901393	0.13853748842949706	0.1240357914224005	0.12496143165689602	0.1076158940397351	0.11221395092362835	0.11328555678059538	0.09060864775543927	0.10697546181417149	0.07346491228070176	0.0661744599398414	0.0931830676195712	0.08493150684931507	0.08191696851490667	0.006354249404289118	0.02663825253063399	0.02397442727757059	0.024507192328183273	0.017362995116657624	0.02253597610643497	0.026051560379918588	0.0	0.012393280088129992	0.005925127928898465	0.003189792663476874	0.002380952380952381	0.006345848757271285	0.014893617021276596	0.007944915254237288	0.005562913907284768	0.0021141649048625794	0.0
Signaling-by-Rho-GTPases	0.04175111471422781	0.04063388866314506	0.04959349593495935	0.2178477690288714	0.19728783902012248	0.19816272965879264	0.1550779603876949	0.16090985678180286	0.16075949367088607	0.12915439629785444	0.15332771693344566	0.11246328157784305	0.09559748427672957	0.13540790580319595	0.12195121951219512	0.14020270270270271	0.009681323114158934	0.023771152296535054	0.01893634165995165	0.01974214343271555	0.028985507246376812	0.033440773569701855	0.03140096618357488	0.04113110539845758	0.0	0.0028688524590163933	0.012971220105391163	0.0008054772452678212	0.008450704225352112	0.018496180136710897	0.0028214429665457475	0.008845999195818254	0.002010454362685967	0.0
MAPK6-MAPK4-signaling	0.0173046670162559	0.013007284079084287	0.015088449531737774	0.1611681990265008	0.1433207138994051	0.1427798810167658	0.11608093716719915	0.12673056443024494	0.1288604898828541	0.1021820117083555	0.11501597444089456	0.09782030834662414	0.08984582668793195	0.11235356762513313	0.10756123535676251	0.12846481876332622	0.0	0.02830188679245283	0.0220125786163522	0.02358490566037736	0.040923399790136414	0.05141657922350472	0.05619747899159664	0.036677454153182305	0.026091586794462194	0.0	0.006286013619696176	0.001038961038961039	0.004675324675324675	0.029874213836477988	0.010416666666666666	0.009870129870129871	0.004155844155844156	0.0
p75-NTR-receptor-mediated-signalling	0.03438735177865613	0.03423848878394333	0.04250295159386069	0.18028846153846154	0.16459751702042452	0.17314629258517034	0.1208483393357343	0.12565026010404162	0.1257005604483587	0.10738522954091817	0.12044817927170869	0.08386581469648563	0.07904191616766468	0.11333600320384461	0.09443777511004402	0.10343450479233227	0.00432050274941084	0.03759398496240601	0.032793362307388385	0.032793362307388385	0.03440094899169632	0.042342698852394146	0.04631828978622328	0.05465346534653465	0.03126236644242184	0.015804030027657054	0.0	0.003930817610062893	0.0031409501374165686	0.022529644268774702	0.010997643362136685	0.007067137809187279	0.0031409501374165686	0.0
Signaling-by-Hippo	0.02063106796116505	0.015815085158150853	0.015815085158150853	0.10396039603960396	0.08044554455445545	0.08302354399008674	0.05816831683168317	0.06683168316831684	0.07178217821782178	0.053217821782178217	0.055693069306930694	0.04084158415841584	0.04084158415841584	0.04579207920792079	0.04579207920792079	0.09169764560099132	0.0012106537530266344	0.08716707021791767	0.07384987893462469	0.07384987893462469	0.03151515151515152	0.044848484848484846	0.048484848484848485	0.02187120291616039	0.0036452004860267314	0.0024183796856106408	0.0036407766990291263	0.0	0.014527845036319613	0.04232164449818621	0.007263922518159807	0.0	0.0036275695284159614	0.0
mTOR-signalling	0.011065006915629323	0.010423905489923557	0.010423905489923557	0.17768301350390903	0.17270788912579957	0.17199715707178392	0.14427860696517414	0.14925373134328357	0.14925373134328357	0.1306179775280899	0.1435678749111585	0.11587078651685394	0.1151685393258427	0.1414356787491116	0.14001421464108033	0.14536516853932585	0.0006920415224913495	0.04702627939142462	0.04633471645919779	0.04633471645919779	0.055286800276434005	0.06565307532826538	0.06440443213296398	0.03044982698961938	0.0034602076124567475	0.0110573600552868	0.00414651002073255	0.006915629322268326	0.0	0.0165860400829302	0.013888888888888888	0.013130615065653075	0.0055286800276434	0.0
Signaling-by-Hedgehog	0.023478260869565216	0.01944684528954192	0.02031114952463267	0.1565369479667687	0.14204545454545456	0.14173228346456693	0.10533216783216784	0.11101398601398602	0.11281154350677744	0.11368605159597726	0.1048951048951049	0.07423580786026202	0.07336244541484715	0.0965065502183406	0.09213973799126637	0.1161262050832603	0.00043159257660768235	0.025228360156589823	0.020869565217391306	0.020869565217391306	0.037053182214472534	0.045771578029642546	0.053758741258741256	0.04273877017008286	0.009495036685369012	0.008695652173913044	0.004782608695652174	0.0017263703064307294	0.0021579628830384117	0.0	0.006473888649115235	0.0021579628830384117	0.0038910505836575876	0.0
Signaling-by-Nuclear-Receptors	0.02844311377245509	0.02694610778443114	0.03406963684013478	0.15627376425855513	0.14638783269961977	0.14727203357497137	0.11702127659574468	0.12261995430312261	0.12995426829268292	0.11285386381025249	0.11740121580547112	0.0875	0.08712121212121213	0.1067629179331307	0.09984813971146546	0.11762466692044157	0.00411214953271028	0.01905829596412556	0.015321375186846039	0.015321375186846039	0.03294646199925122	0.039685511044552604	0.044977511244377814	0.0359685275384039	0.005990265818045676	0.01122754491017964	0.002615844544095665	0.0018684603886397607	0.003745318352059925	0.015689204333208816	0.0	0.009338812103100485	0.004484304932735426	0.0
Signaling-by-Leptin	0.10463968410661402	0.08708414872798434	0.10665362035225048	0.3119447186574531	0.27613412228796846	0.27613412228796846	0.21197252208047104	0.22015655577299412	0.2101661779081134	0.15249266862170088	0.19882468168462292	0.0888671875	0.0771484375	0.15588235294117647	0.1298828125	0.08993157380254155	0.0224390243902439	0.012682926829268294	0.012682926829268294	0.015609756097560976	0.005853658536585366	0.014634146341463415	0.012682926829268294	0.0984251968503937	0.06439024390243903	0.025365853658536587	0.003902439024390244	0.0	0.001951219512195122	0.025365853658536587	0.000975609756097561	0.0	0.001951219512195122	0.0
Signaling-by-BMP	0.027827648114901255	0.02244165170556553	0.02244165170556553	0.13464991023339318	0.11759425493716337	0.11759425493716337	0.09156193895870736	0.09784560143626571	0.10143626570915619	0.08617594254937164	0.09066427289048475	0.07450628366247755	0.07360861759425494	0.07809694793536805	0.07809694793536805	0.11071107110711072	0.0008952551477170994	0.03849597135183527	0.02864816472694718	0.02864816472694718	0.0639063906390639	0.0819081908190819	0.05913978494623656	0.02864816472694718	0.004476275738585497	0.01521933751119069	0.0026857654431512983	0.0	0.0017905102954341987	0.030548068283917342	0.021505376344086023	0.017905102954341987	0.0	0.0
Signaling-by-MST1	0.37755102040816324	0.1782178217821782	0.21782178217821782	0.3069306930693069	0.27722772277227725	0.27722772277227725	0.2376237623762376	0.24752475247524752	0.297029702970297	0.19801980198019803	0.25742574257425743	0.039603960396039604	0.039603960396039604	0.19801980198019803	0.07920792079207921	0.019801980198019802	0.0	0.039603960396039604	0.039603960396039604	0.0594059405940594	0.0	0.0	0.0	0.06930693069306931	0.0	0.0	0.0	0.0	0.009900990099009901	0.0	0.0	0.04950495049504951	0.0	0.0
