Signaling-by-MET	Signaling-by-Type-1-Insulin-like-Growth-Factor-1-Receptor-(IGF1R)	Signaling-by-Insulin-receptor	Signaling-by-EGFR	Signaling-by-ERBB2	Signaling-by-ERBB4	Signaling-by-SCF-KIT	Signaling-by-FGFR	ERK1-ERK2-pathway	Signaling-by-GPCR	Signaling-by-PDGF	Signaling-by-VEGF	DAG-and-IP3-signaling	Signaling-by-NTRKs	PI3K-AKT-Signaling	Signaling-by-WNT	Integrin-signaling	TNF-signaling	TRAIL-signaling	FasL--CD95L-signaling	Signaling-by-Activin	Signaling-by-TGF-beta-Receptor-Complex	Signaling-by-NOTCH	Signaling-by-PTK6	Signaling-by-Rho-GTPases	MAPK6-MAPK4-signaling	p75-NTR-receptor-mediated-signalling	Signaling-by-Hippo	mTOR-signalling	Signaling-by-Hedgehog	Signaling-by-Nuclear-Receptors	Signaling-by-Leptin	Signaling-by-BMP	Signaling-by-MST1
Signaling-by-PDGF	0.010634526763559022	0.0038773352132534366	0.00882768361581921	0.071875	0.05246720799500312	0.05309181761399125	0.010611735330836454	0.032439176543980035	0.019314641744548288	0.033750680457267285	0.0	0.013390722142515544	0.0009541984732824427	0.011797752808988765	0.0	0.0210727969348659	0.0003204101249599487	0.0076481835564053535	0.006679389312977099	0.006679389312977099	0.01181353767560664	0.013427109974424553	0.011527377521613832	0.022494211048627193	0.012716009129442452	0.007660389403127992	0.002554278416347382	0.0009490667510281556	0.007961783439490446	0.006981910504601714	0.009888357256778309	0.0028337531486146094	0.0009442870632672333	0.0
Signaling-by-VEGF	0.02899824253075571	0.0284339457567804	0.030796304443466784	0.14217252396166133	0.1332807570977918	0.13249211356466878	0.0836591086786552	0.08811959087332809	0.08763693270735524	0.09197194076383476	0.08705882352941176	0.0	0.0	0.04916732751784298	0.039032006245121	0.027993779160186624	0.0004338394793926247	0.009040034438226431	0.007728638900815801	0.007728638900815801	0.013745704467353952	0.015920826161790018	0.012058570198105082	0.026929982046678635	0.016371681415929203	0.009913793103448277	0.003015941404566997	0.001279317697228145	0.007261853908586074	0.009413778348309799	0.010743446497636441	0.00042319085907744394	0.0012706480304955528	0.0
DAG-and-IP3-signaling	0.03088441740758072	0.0297951582867784	0.032167832167832165	0.14638447971781304	0.1394736842105263	0.13859649122807016	0.09194395796847636	0.09700176366843033	0.09640666082383874	0.10296684118673648	0.09473684210526316	0.020282186948853614	0.0	0.05114638447971781	0.04111986001749781	0.02964254577157803	0.00046189376443418013	0.00961978928080623	0.008222932846048425	0.008222932846048425	0.01416819012797075	0.016475972540045767	0.01237396883593034	0.02575107296137339	0.016022620169651274	0.01055045871559633	0.002749770852428964	0.0013605442176870747	0.007723761926397092	0.010013654984069186	0.011431184270690443	0.000449842555105713	0.0013507429085997298	0.0
Signaling-by-NTRKs	0.03361344537815126	0.027516544757924068	0.03156787092248334	0.10457920792079207	0.08852258852258853	0.08913308913308914	0.052471018913971934	0.0725261216963737	0.05430140329469189	0.07062600321027288	0.05192425167990226	0.01344364012409514	0.0	0.0	0.0	0.020030816640986132	0.000335795836131632	0.007009345794392523	0.005996002664890073	0.005996002664890073	0.01137123745819398	0.013060951105157401	0.011062688568555145	0.021791767554479417	0.012636612021857924	0.008026755852842809	0.0033478406427854034	0.0009940357852882703	0.008341675008341674	0.007308970099667774	0.01036096256684492	0.0036279683377308707	0.000988793671720501	0.0
PI3K-AKT-Signaling	0.03493788819875776	0.02935496330629587	0.034055727554179564	0.11634756995581738	0.09867452135493372	0.10014727540500737	0.05964653902798233	0.08100147275405008	0.05891016200294551	0.08118313404657017	0.06111929307805596	0.017758726270667484	0.001834862385321101	0.013991163475699559	0.0	0.022713321055862493	0.0003763643206624012	0.007850467289719627	0.006713912719134651	0.006713912719134651	0.01194921583271098	0.013836948391922213	0.011632270168855536	0.020526723470178157	0.014192558496355964	0.008992131884600974	0.0029985007496251873	0.0011123470522803114	0.009342301943198805	0.008181480104127928	0.010475121586232696	0.00036832412523020257	0.0011057869517139699	0.0
Signaling-by-WNT	0.025728339008702233	0.024858757062146894	0.026395173453996983	0.11813013265950727	0.11244472520530638	0.11244472520530638	0.06443768996960486	0.06869300911854104	0.06829268292682927	0.0726832222895215	0.06565349544072949	0.015069318866787222	0.0012048192771084338	0.035215543412264724	0.027878787878787878	0.0	0.0003734129947722181	0.008911994058670627	0.007407407407407408	0.007407407407407408	0.009512937595129375	0.01219047619047619	0.007240853658536586	0.02832415420928403	0.012987012987012988	0.009672619047619048	0.0022271714922048997	0.001472211998527788	0.006263817243920413	0.008882309400444115	0.010792705619650168	0.0007312614259597807	0.0003661662394727206	0.0
Integrin-signaling	0.19369369369369369	0.17410714285714285	0.18834080717488788	0.31016042780748665	0.2727272727272727	0.27807486631016043	0.25133689839572193	0.25668449197860965	0.24598930481283424	0.2620320855614973	0.2620320855614973	0.10160427807486631	0.0481283422459893	0.0855614973262032	0.053475935828877004	0.0374331550802139	0.0	0.00816326530612245	0.00816326530612245	0.00816326530612245	0.0040650406504065045	0.0040650406504065045	0.0040650406504065045	0.016736401673640166	0.004201680672268907	0.0	0.0	0.0	0.01639344262295082	0.0	0.01639344262295082	0.0	0.0	0.0
TNF-signaling	0.005338078291814947	0.0017331022530329288	0.0017331022530329288	0.06554307116104868	0.0616822429906542	0.06566604127579738	0.04291044776119403	0.054104477611940295	0.05037313432835821	0.03551401869158879	0.04291044776119403	0.037243947858473	0.035381750465549346	0.04283054003724395	0.04283054003724395	0.08614232209737828	0.0034662045060658577	0.0	0.010582010582010581	0.007936507936507936	0.0106951871657754	0.017825311942959002	0.017889087656529516	0.016423357664233577	0.0	0.0017825311942959	0.012544802867383513	0.006932409012131715	0.0	0.033928571428571426	0.0017331022530329288	0.0	0.005190311418685121	0.0
TRAIL-signaling	0.0069605568445475635	0.002242152466367713	0.002242152466367713	0.07073170731707316	0.06585365853658537	0.06585365853658537	0.0413625304136253	0.05596107055961071	0.051094890510948905	0.03170731707317073	0.0413625304136253	0.03398058252427184	0.03155339805825243	0.0412621359223301	0.0412621359223301	0.0951219512195122	0.004484304932735426	0.02834008097165992	0.0	0.012195121951219513	0.013953488372093023	0.023255813953488372	0.023310023310023312	0.02158273381294964	0.0	0.002325581395348837	0.01160092807424594	0.008968609865470852	0.0	0.04186046511627907	0.002242152466367713	0.0	0.006711409395973154	0.0
FasL--CD95L-signaling	0.006993006993006993	0.0022522522522522522	0.0022522522522522522	0.07107843137254902	0.0661764705882353	0.0661764705882353	0.04156479217603912	0.05623471882640587	0.05134474327628362	0.031862745098039214	0.04156479217603912	0.03414634146341464	0.03170731707317073	0.041463414634146344	0.041463414634146344	0.09558823529411764	0.0045045045045045045	0.02857142857142857	0.01639344262295082	0.0	0.014018691588785047	0.02336448598130841	0.0234192037470726	0.021686746987951807	0.0	0.002336448598130841	0.011655011655011656	0.009009009009009009	0.0	0.04205607476635514	0.0022522522522522522	0.0	0.006741573033707865	0.0
Signaling-by-Activin	0.011235955056179775	0.01098901098901099	0.01098901098901099	0.16356877323420074	0.15985130111524162	0.15985130111524162	0.07333333333333333	0.08333333333333333	0.08	0.06976744186046512	0.07333333333333333	0.058823529411764705	0.058823529411764705	0.06821963394342762	0.06393442622950819	0.10760667903525047	0.0	0.001584786053882726	0.001584786053882726	0.001584786053882726	0.0	0.05116279069767442	0.032846715328467155	0.07454545454545454	0.0	0.006359300476947536	0.009523809523809525	0.009287925696594427	0.0015432098765432098	0.0288	0.006230529595015576	0.0	0.006230529595015576	0.0
Signaling-by-TGF-beta-Receptor-Complex	0.01601164483260553	0.014245014245014245	0.014245014245014245	0.19932998324958123	0.18760469011725292	0.18760469011725292	0.1	0.11060606060606061	0.1043872919818457	0.0963855421686747	0.10287443267776097	0.08469539375928678	0.08160237388724036	0.09365558912386707	0.08941877794336811	0.1281198003327787	0.0	0.0014367816091954023	0.0014367816091954023	0.0014367816091954023	0.0	0.0	0.032679738562091505	0.07352941176470588	0.002824858757062147	0.005763688760806916	0.010101010101010102	0.008438818565400843	0.001402524544179523	0.02608695652173913	0.005657708628005658	0.0	0.005657708628005658	0.0
Signaling-by-NOTCH	0.01750291715285881	0.01722158438576349	0.01722158438576349	0.1679790026246719	0.1514360313315927	0.1559633027522936	0.08926417370325694	0.097708082026538	0.09529553679131483	0.08163265306122448	0.09408926417370325	0.06635071090047394	0.06635071090047394	0.08052884615384616	0.07784431137724551	0.09831824062095731	0.0	0.0011534025374855825	0.001152073732718894	0.001152073732718894	0.02544529262086514	0.03184713375796178	0.0	0.05082592121982211	0.0011325028312570782	0.003468208092485549	0.011560693641618497	0.0022624434389140274	0.0	0.030338389731621937	0.012542759407069556	0.0	0.003389830508474576	0.0
Signaling-by-PTK6	0.021209740769835034	0.018532818532818532	0.019319938176197836	0.15940224159402241	0.14196762141967623	0.1432129514321295	0.08768971332209106	0.09671993271656855	0.09327731092436975	0.07208717518860017	0.08746846089150546	0.06942148760330578	0.05742411812961444	0.07833333333333334	0.07013201320132013	0.07732406602953953	0.002987303958177745	0.00911854103343465	0.00911854103343465	0.00911854103343465	0.016025641025641024	0.020080321285140562	0.011226944667201283	0.0	0.020117351215423303	0.005490196078431373	0.0037764350453172208	0.0014903129657228018	0.002232142857142857	0.014372163388804841	0.0007473841554559044	0.002243829468960359	0.002228826151560178	0.0
Signaling-by-Rho-GTPases	0.06983655274888559	0.0704647676161919	0.07057057057057058	0.23577235772357724	0.22357723577235772	0.22560975609756098	0.16580310880829016	0.1706896551724138	0.1736111111111111	0.14751286449399656	0.16206896551724137	0.0967741935483871	0.07614213197969544	0.1095890410958904	0.09075342465753425	0.10278745644599303	0.008759124087591242	0.0188953488372093	0.0188953488372093	0.0188953488372093	0.004347826086956522	0.00436046511627907	0.004347826086956522	0.022222222222222223	0.0	0.007739938080495356	0.005943536404160475	0.002902757619738752	0.004341534008683068	0.0	0.005822416302765648	0.0	0.0	0.0
MAPK6-MAPK4-signaling	0.0113314447592068	0.008152173913043478	0.008152173913043478	0.16610169491525423	0.15932203389830507	0.15932203389830507	0.10185185185185185	0.12037037037037036	0.11728395061728394	0.08615384615384615	0.10185185185185185	0.09174311926605505	0.0856269113149847	0.10185185185185185	0.10185185185185185	0.14285714285714285	0.0	0.01694915254237288	0.01694915254237288	0.01694915254237288	0.02556818181818182	0.036931818181818184	0.037142857142857144	0.05	0.043209876543209874	0.0	0.014084507042253521	0.0	0.0	0.05084745762711865	0.00819672131147541	0.0	0.008086253369272238	0.0
p75-NTR-receptor-mediated-signalling	0.014583333333333334	0.016293279022403257	0.016293279022403257	0.1412556053811659	0.1342281879194631	0.1393258426966292	0.09799554565701558	0.1091314031180401	0.10044642857142858	0.08791208791208792	0.0957683741648107	0.07709251101321586	0.07252747252747253	0.09395973154362416	0.0801781737193764	0.10792951541850221	0.0020161290322580645	0.10062893081761007	0.09771309771309772	0.09771309771309772	0.04175365344467641	0.050314465408805034	0.05672268907563025	0.03368421052631579	0.008385744234800839	0.006237006237006237	0.0	0.010121457489878543	0.0	0.03333333333333333	0.0020161290322580645	0.0	0.004024144869215292	0.0
Signaling-by-Hippo	0.011627906976744186	0.011764705882352941	0.011764705882352941	0.019230769230769232	0.019230769230769232	0.03225806451612903	0.019230769230769232	0.019230769230769232	0.03205128205128205	0.019230769230769232	0.019230769230769232	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.00641025641025641	0.01935483870967742	0.0	0.2413793103448276	0.2413793103448276	0.2413793103448276	0.011560693641618497	0.011560693641618497	0.0	0.0	0.0	0.0	0.005813953488372093	0.0	0.011494252873563218	0.0	0.0	0.0	0.0	0.0
mTOR-signalling	0.0	0.004098360655737705	0.004098360655737705	0.24056603773584906	0.24056603773584906	0.24056603773584906	0.2358490566037736	0.2358490566037736	0.2358490566037736	0.2096069868995633	0.2358490566037736	0.2096069868995633	0.2096069868995633	0.2358490566037736	0.2358490566037736	0.2096069868995633	0.0	0.00398406374501992	0.00398406374501992	0.00398406374501992	0.003968253968253968	0.003968253968253968	0.008032128514056224	0.004	0.012	0.0	0.003968253968253968	0.0	0.0	0.0	0.02857142857142857	0.0	0.0	0.0
Signaling-by-Hedgehog	0.014319809069212411	0.013856812933025405	0.013856812933025405	0.11576354679802955	0.11056511056511056	0.1111111111111111	0.07125307125307126	0.085995085995086	0.0812807881773399	0.07142857142857142	0.07125307125307126	0.05378973105134474	0.05378973105134474	0.061124694376528114	0.061124694376528114	0.12718204488778054	0.0	0.0023923444976076554	0.002386634844868735	0.002386634844868735	0.048426150121065374	0.06295399515738499	0.051597051597051594	0.03155339805825243	0.0	0.002386634844868735	0.00954653937947494	0.0	0.0	0.0	0.0	0.0	0.0023148148148148147	0.0
Signaling-by-Nuclear-Receptors	0.0162748643761302	0.0162748643761302	0.018115942028985508	0.07632093933463796	0.07632093933463796	0.07768924302788845	0.0682261208576998	0.06903353057199212	0.07920792079207921	0.07676767676767676	0.0682261208576998	0.046065259117082535	0.046065259117082535	0.06042884990253411	0.05436893203883495	0.05708661417322835	0.0	0.003590664272890485	0.003590664272890485	0.003590664272890485	0.007246376811594203	0.007246376811594203	0.012750455373406194	0.00909090909090909	0.007246376811594203	0.0108499095840868	0.0017953321364452424	0.0017953321364452424	0.0018148820326678765	0.0	0.0	0.0	0.0017953321364452424	0.0
Signaling-by-Leptin	0.03867403314917127	0.031578947368421054	0.031578947368421054	0.19337016574585636	0.17582417582417584	0.17582417582417584	0.053475935828877004	0.08421052631578947	0.03664921465968586	0.041884816753926704	0.037037037037037035	0.020833333333333332	0.015625	0.0425531914893617	0.020833333333333332	0.020942408376963352	0.010362694300518135	0.0051813471502590676	0.0051813471502590676	0.0051813471502590676	0.0	0.0	0.0	0.15760869565217392	0.0051813471502590676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Signaling-by-BMP	0.08536585365853659	0.08536585365853659	0.08536585365853659	0.0975609756097561	0.0975609756097561	0.0975609756097561	0.0975609756097561	0.0975609756097561	0.0975609756097561	0.0975609756097561	0.0975609756097561	0.012195121951219513	0.012195121951219513	0.012195121951219513	0.012195121951219513	0.0379746835443038	0.0	0.0	0.0	0.0	0.02531645569620253	0.0759493670886076	0.011904761904761904	0.0	0.0	0.0	0.0	0.0	0.0	0.037037037037037035	0.011904761904761904	0.0	0.0	0.0
Signaling-by-MST1	0.14285714285714285	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.0	0.0	0.1	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
