Signaling-by-MET	Signaling-by-Type-1-Insulin-like-Growth-Factor-1-Receptor-(IGF1R)	Signaling-by-Insulin-receptor	Signaling-by-EGFR	Signaling-by-ERBB2	Signaling-by-ERBB4	Signaling-by-SCF-KIT	Signaling-by-FGFR	ERK1-ERK2-pathway	Signaling-by-GPCR	Signaling-by-PDGF	Signaling-by-VEGF	DAG-and-IP3-signaling	Signaling-by-NTRKs	PI3K-AKT-Signaling	Signaling-by-WNT	Integrin-signaling	TNF-signaling	TRAIL-signaling	FasL--CD95L-signaling	Signaling-by-Activin	Signaling-by-TGF-beta-Receptor-Complex	Signaling-by-NOTCH	Signaling-by-PTK6	Signaling-by-Rho-GTPases	MAPK6-MAPK4-signaling	p75-NTR-receptor-mediated-signalling	Signaling-by-Hippo	mTOR-signalling	Signaling-by-Hedgehog	Signaling-by-Nuclear-Receptors	Signaling-by-Leptin	Signaling-by-BMP	Signaling-by-MST1
Signaling-by-VEGF	0.024326101249178174	0.025147605510605728	0.027850877192982456	0.10398417632099463	0.09226441631504922	0.09226441631504922	0.054963544587773416	0.05283867341202923	0.0544179523141655	0.054901960784313725	0.04997192588433464	0.0	0.0	0.02987598647125141	0.024103139013452915	0.030786453960257486	0.00021777003484320557	0.02190889370932755	0.01949740034662045	0.01949740034662045	0.02123510292524377	0.027109086965950987	0.026903883705793014	0.0345514950166113	0.016494391906751706	0.007163012806598654	0.0030381944444444445	0.0019430051813471502	0.009291270527225583	0.011461937716262976	0.011270047680970958	0.006236559139784947	0.0025817555938037868	0.0
DAG-and-IP3-signaling	0.024853140533212834	0.025918413342348432	0.029544429409111412	0.10487876132047912	0.09361329833770779	0.09361329833770779	0.056251821626348	0.05404615834063687	0.055685131195335275	0.05735080058224163	0.05074365704286964	0.012854221443178498	0.0	0.03067484662576687	0.023892773892773892	0.03143189755529686	0.000224517287831163	0.022584973166368514	0.02009825815096025	0.02009825815096025	0.021666294393567122	0.02793920429146178	0.027510624021471707	0.03533971728226174	0.01677624121514396	0.007384202282389797	0.0033549541489599644	0.0020026702269692926	0.00957683741648107	0.011814534106107891	0.01161751563896336	0.006427304964539007	0.0026607538802660754	0.0
Signaling-by-NTRKs	0.025118934348239773	0.022011385199240986	0.023428571428571427	0.07621419676214197	0.06589051275699777	0.0666336388407233	0.03070827142149579	0.03700943864878291	0.03293709757305597	0.04662605435801312	0.027254707631318136	0.009231479344564966	0.0	0.0	0.0	0.025080533824206167	0.0001859773107680863	0.019091751621872103	0.01703388261433068	0.01740418441029439	0.01781406568936723	0.022841225626740947	0.023597175771088816	0.030245746691871456	0.015205556598460672	0.006680274633512711	0.006869662086891942	0.001661436219309581	0.009266123054114159	0.00979848400813459	0.010573177518085699	0.00589210090222795	0.0022087244616234127	0.0
PI3K-AKT-Signaling	0.027103559870550162	0.024208190437764777	0.02705977382875606	0.08454106280193237	0.07085346215780998	0.07192699946323135	0.03435319377348363	0.04052603327965647	0.03569511540526033	0.05104877432398282	0.03140096618357488	0.012496875781054736	0.0014988758431176618	0.018518518518518517	0.0	0.027020265198899173	0.0001990049751243781	0.020226055919095775	0.018023370964547435	0.018221429986135868	0.019024970273483946	0.02439508131693772	0.025034770514603615	0.03171717171717172	0.015477386934673367	0.00714711137581894	0.003971405877680699	0.0017769002961500495	0.009912767644726407	0.010480522048645443	0.010712160285657607	0.005902026362384419	0.002361739814997048	0.0
Signaling-by-WNT	0.0240375219855384	0.022226554883992982	0.02536090518923137	0.09859502095144196	0.08799605619916194	0.08824254375154054	0.046856033017722745	0.04734158776402039	0.04618376276130287	0.04751515151515152	0.04248604030104394	0.012823614807645777	0.001451378809869376	0.027663188546469302	0.020126091173617848	0.0	0.00019409937888198756	0.019160054190052254	0.01720139157325087	0.01720139157325087	0.014308114464915719	0.01980780545204942	0.01922322479403688	0.03847687400318979	0.015318146111547526	0.008911274699728787	0.0027089783281733747	0.0019264110961279136	0.008288357748650733	0.00946676970633694	0.01085061034683201	0.006335189095795738	0.001729106628242075	0.0
Integrin-signaling	0.09278350515463918	0.08868894601542417	0.11196911196911197	0.28205128205128205	0.24156545209176788	0.24156545209176788	0.1700404858299595	0.18488529014844804	0.17139001349527666	0.13900134952766532	0.17139001349527666	0.11470985155195682	0.06612685560053981	0.11201079622132254	0.09176788124156546	0.0728744939271255	0.0	0.007509386733416771	0.007509386733416771	0.007509386733416771	0.01125	0.01875	0.02125	0.08575031525851198	0.03156565656565657	0.005	0.008760951188986232	0.0	0.017543859649122806	0.0175	0.005012531328320802	0.005	0.0025	0.0
TNF-signaling	0.01956521739130435	0.00931899641577061	0.00931899641577061	0.11316568047337278	0.09460458240946046	0.11028867505551443	0.06868537666174299	0.07459379615952733	0.07459379615952733	0.059127864005912786	0.06794682422451995	0.05904059040590406	0.04944649446494465	0.06494464944649446	0.06199261992619926	0.11760355029585799	0.0064516129032258064	0.0	0.0033444816053511705	0.002508361204013378	0.044960116026105876	0.05438723712835388	0.04647785039941903	0.02562225475841874	0.007189072609633357	0.0007251631617113851	0.007994186046511628	0.005017921146953405	0.0007168458781362007	0.03991291727140784	0.005017921146953405	0.008595988538681949	0.0035816618911174787	0.0
TRAIL-signaling	0.022058823529411766	0.010492332526230832	0.010492332526230832	0.12053200332502079	0.09975062344139651	0.09891936824605153	0.07059800664451828	0.07724252491694353	0.07724252491694353	0.05569409808811305	0.06976744186046512	0.05975103734439834	0.04896265560165975	0.06639004149377593	0.06307053941908713	0.12136325852036575	0.007263922518159807	0.020192307692307693	0.0	0.0028873917228103944	0.050695012264922325	0.06132461161079313	0.05237315875613748	0.028925619834710745	0.008097165991902834	0.0008176614881439084	0.007352941176470588	0.005649717514124294	0.0	0.03679476696647588	0.0008071025020177562	0.0	0.004032258064516129	0.0
FasL--CD95L-signaling	0.0220949263502455	0.010509296685529508	0.010509296685529508	0.12073272273105745	0.09991673605328892	0.09908409658617819	0.07071547420965059	0.07737104825291181	0.07737104825291181	0.05578684429641965	0.06988352745424292	0.059850374064837904	0.049044056525353284	0.06650041562759768	0.06317539484621779	0.12156536219816819	0.007275666936135812	0.02023121387283237	0.003857280617164899	0.0	0.050778050778050775	0.06142506142506143	0.05245901639344262	0.028973509933774833	0.008110300081103	0.000819000819000819	0.007364975450081833	0.005658852061438965	0.0	0.036855036855036855	0.0008084074373484236	0.0	0.004038772213247173	0.0
Signaling-by-Activin	0.016316015457277802	0.012804097311139564	0.012804097311139564	0.13903743315508021	0.12834224598930483	0.12789661319073084	0.0797918473547268	0.08759757155247182	0.08456201214223764	0.06932409012131716	0.0797918473547268	0.06082830025884383	0.05910267471958585	0.07455570004334634	0.07210708117443869	0.08685968819599109	0.0004248088360237893	0.01540436456996149	0.010269576379974325	0.010269576379974325	0.0	0.013108614232209739	0.040372670807453416	0.04964539007092199	0.002552105487026797	0.008565310492505354	0.003424657534246575	0.00510204081632653	0.0033984706881903144	0.018018018018018018	0.011499148211243612	0.005097706032285472	0.0017035775127768314	0.0
Signaling-by-TGF-beta-Receptor-Complex	0.01824212271973466	0.014833127317676144	0.015245158632056036	0.14857881136950904	0.13781223083548666	0.13738156761412576	0.08679245283018867	0.09475890985324947	0.09346186085498742	0.07743825868564252	0.0892707460184409	0.07089241034195162	0.06586077532305128	0.0825303728529535	0.07846410684474124	0.09200343938091143	0.00041017227235438887	0.01486988847583643	0.009913258983890954	0.009913258983890954	0.0	0.0	0.04065040650406504	0.05263157894736842	0.009042334566378957	0.009508061182306739	0.0037220843672456576	0.0049261083743842365	0.003281378178835111	0.017391304347826087	0.011101973684210526	0.004922067268252666	0.001644736842105263	0.0
Signaling-by-NOTCH	0.02200392927308448	0.01797577178585385	0.019538882375928098	0.16693877551020408	0.1532192339038305	0.16156670746634028	0.10647596344854986	0.11124354390147001	0.11640842272546682	0.09440698135660452	0.10846245530393325	0.08135860979462875	0.07977883096366509	0.1	0.09472849782005549	0.09833401056481106	0.0003885003885003885	0.018395303326810174	0.014475743348982786	0.014475743348982786	0.030315278900565887	0.041649818034775576	0.0	0.050101010101010104	0.003500583430571762	0.009400705052878966	0.013317665491578536	0.0011664074650077762	0.003500583430571762	0.02318271119842829	0.01091617933723197	0.005050505050505051	0.005052467936261173	0.0
Signaling-by-PTK6	0.03471174162390583	0.03088455772113943	0.035092981403719255	0.14843475202251144	0.13190291945128385	0.13260640168835736	0.1125232486050837	0.11737379993806132	0.11888544891640866	0.0931023816888339	0.11179931867451223	0.07476923076923077	0.06658484197606628	0.09660493827160493	0.08733087330873308	0.08179254152303353	0.006214856466410181	0.017580452920143028	0.014600715137067939	0.015196662693682956	0.018552311435523116	0.0243531202435312	0.02585944630362032	0.0	0.013918960717599753	0.006334841628959276	0.0035671819262782403	0.0005913660555884093	0.0056146572104018916	0.012790005948839975	0.007400828892835998	0.00621853716316257	0.002362669816893089	0.0
Signaling-by-Rho-GTPases	0.04580545548121462	0.04439855446566856	0.05268595041322314	0.24177071509648126	0.21566401816118047	0.21679909194097616	0.16928069226608977	0.17675675675675676	0.176056338028169	0.13815434430652995	0.16702702702702701	0.12479827864443249	0.10370768404083826	0.1483279395900755	0.1343042071197411	0.15238611713665945	0.012276214833759591	0.015321756894790603	0.01174668028600613	0.01174668028600613	0.01020408163265306	0.015321756894790603	0.019387755102040816	0.0430939226519337	0.0	0.0036534446764091857	0.013896037056098817	0.0010209290454313426	0.00815910249872514	0.014773306164034642	0.0025549310168625446	0.00815078960774325	0.0015282730514518594	0.0
MAPK6-MAPK4-signaling	0.0187125748502994	0.013323464100666173	0.014803849000740192	0.18544600938967137	0.1651017214397496	0.1643192488262911	0.1315990818668707	0.14154552410099464	0.1476664116296863	0.11314984709480122	0.13006885998469778	0.11145038167938931	0.1	0.12777352716143842	0.12241775057383321	0.1425287356321839	0.0	0.033657442034405384	0.02468212415856395	0.02617801047120419	0.04794007490636704	0.05692883895131086	0.05251312828207052	0.03819173811379579	0.029839326702371844	0.0	0.008968609865470852	0.0	0.004431314623338257	0.032909498878085267	0.007412898443291327	0.008862629246676515	0.003692762186115214	0.0
p75-NTR-receptor-mediated-signalling	0.032938754503345345	0.03326509723643808	0.038894575230296824	0.1822943949711891	0.16282722513089004	0.17348008385744235	0.125	0.12866108786610878	0.130298273155416	0.11366006256517205	0.12447698744769875	0.09076682316118936	0.08654848800834203	0.12041884816753927	0.09832635983263599	0.11267605633802817	0.0035732516590096988	0.04639175257731959	0.03909465020576132	0.03909465020576132	0.038619979402677654	0.04845360824742268	0.0556988138215575	0.048503611971104234	0.032989690721649485	0.01131687242798354	0.0	0.005109862033725089	0.004081632653061225	0.02676273803396809	0.00816743236345074	0.0020408163265306124	0.004081632653061225	0.0
Signaling-by-Hippo	0.019342359767891684	0.017475728155339806	0.017475728155339806	0.10578842315369262	0.09181636726546906	0.096	0.06187624750499002	0.07584830339321358	0.07984031936127745	0.05788423153692615	0.059880239520958084	0.03992015968063872	0.03992015968063872	0.04590818363273453	0.04590818363273453	0.096	0.0019267822736030828	0.08863198458574181	0.08670520231213873	0.08670520231213873	0.04826254826254826	0.0637065637065637	0.04247104247104247	0.023255813953488372	0.001937984496124031	0.0019230769230769232	0.005802707930367505	0.0	0.017341040462427744	0.046153846153846156	0.0019267822736030828	0.0	0.0057692307692307696	0.0
mTOR-signalling	0.010843373493975903	0.012150668286755772	0.012150668286755772	0.21997471554993678	0.21997471554993678	0.21997471554993678	0.20606826801517067	0.20606826801517067	0.20986093552465235	0.1844059405940594	0.20606826801517067	0.16955445544554457	0.16831683168316833	0.20353982300884957	0.202275600505689	0.18193069306930693	0.0012062726176115801	0.06385542168674699	0.06385542168674699	0.06385542168674699	0.061371841155234655	0.061371841155234655	0.07608695652173914	0.016887816646562123	0.0036188178528347406	0.0024067388688327317	0.0024067388688327317	0.007228915662650603	0.0	0.0024067388688327317	0.021844660194174758	0.01444043321299639	0.0024067388688327317	0.0
Signaling-by-Hedgehog	0.024174528301886794	0.01871345029239766	0.01929824561403509	0.13903743315508021	0.12351543942992874	0.12306777645659929	0.09144893111638955	0.09619952494061758	0.09982174688057041	0.10398098633392751	0.09085510688836104	0.060498220640569395	0.059905100830367736	0.08185053380782918	0.07888493475682087	0.10727056019070322	0.0	0.024778761061946902	0.01768867924528302	0.01768867924528302	0.04260355029585799	0.05384615384615385	0.0498812351543943	0.036116044997039666	0.007589025102159953	0.004127358490566038	0.004127358490566038	0.0011675423234092236	0.0011675423234092236	0.0	0.0017513134851138354	0.0005837711617046118	0.0052662375658279695	0.0
Signaling-by-Nuclear-Receptors	0.030209933435739886	0.030721966205837174	0.0389344262295082	0.16797488226059654	0.16169544740973313	0.16298633017875921	0.13852587558808155	0.14368117461982172	0.15118110236220472	0.13192612137203166	0.13852587558808155	0.10255075481520042	0.10203019260801666	0.12598013591217982	0.11906005221932114	0.13259958071278827	0.0035787321063394683	0.009197751660705161	0.008686765457332652	0.008686765457332652	0.042008196721311473	0.04969262295081967	0.051308363263211906	0.027692307692307693	0.004610655737704918	0.014848950332821301	0.0025549310168625446	0.0015329586101175269	0.005125576627370579	0.014300306435137897	0.0	0.007150153217568948	0.0061318344404701075	0.0
Signaling-by-Leptin	0.12053571428571429	0.09691629955947137	0.12334801762114538	0.2857142857142857	0.24219910846953938	0.2436849925705795	0.1887905604719764	0.19236417033773862	0.18328445747800587	0.13636363636363635	0.17058823529411765	0.06149341142020498	0.05417276720351391	0.12371134020618557	0.08931185944363104	0.05571847507331378	0.02631578947368421	0.017543859649122806	0.017543859649122806	0.021929824561403508	0.0029239766081871343	0.008771929824561403	0.0029239766081871343	0.08888888888888889	0.03508771929824561	0.0043859649122807015	0.0029239766081871343	0.0	0.0014619883040935672	0.008771929824561403	0.0014619883040935672	0.0	0.0	0.0
Signaling-by-BMP	0.03288490284005979	0.029895366218236172	0.029895366218236172	0.12257100149476831	0.11210762331838565	0.11210762331838565	0.08370702541106129	0.09417040358744394	0.09118086696562033	0.07772795216741404	0.08370702541106129	0.061285500747384154	0.061285500747384154	0.06576980568011959	0.06576980568011959	0.0960960960960961	0.001488095238095238	0.022321428571428572	0.020833333333333332	0.020833333333333332	0.0960960960960961	0.12162162162162163	0.03427719821162444	0.026785714285714284	0.002976190476190476	0.005952380952380952	0.002976190476190476	0.0	0.0	0.03143712574850299	0.011922503725782414	0.004464285714285714	0.0	0.0
Signaling-by-MST1	0.48214285714285715	0.15254237288135594	0.1694915254237288	0.23728813559322035	0.22033898305084745	0.22033898305084745	0.2033898305084746	0.2033898305084746	0.2542372881355932	0.1864406779661017	0.2033898305084746	0.03389830508474576	0.03389830508474576	0.11864406779661017	0.0847457627118644	0.03389830508474576	0.0	0.05084745762711865	0.05084745762711865	0.05084745762711865	0.0	0.0	0.0	0.03389830508474576	0.0	0.0	0.0	0.0	0.01694915254237288	0.0	0.0	0.01694915254237288	0.0	0.0
