Signaling-by-MET	Signaling-by-Type-1-Insulin-like-Growth-Factor-1-Receptor-(IGF1R)	Signaling-by-Insulin-receptor	Signaling-by-EGFR	Signaling-by-ERBB2	Signaling-by-ERBB4	Signaling-by-SCF-KIT	Signaling-by-FGFR	ERK1-ERK2-pathway	Signaling-by-GPCR	Signaling-by-PDGF	Signaling-by-VEGF	DAG-and-IP3-signaling	Signaling-by-NTRKs	PI3K-AKT-Signaling	Signaling-by-WNT	Integrin-signaling	TNF-signaling	TRAIL-signaling	FasL--CD95L-signaling	Signaling-by-Activin	Signaling-by-TGF-beta-Receptor-Complex	Signaling-by-NOTCH	Signaling-by-PTK6	Signaling-by-Rho-GTPases	MAPK6-MAPK4-signaling	p75-NTR-receptor-mediated-signalling	Signaling-by-Hippo	mTOR-signalling	Signaling-by-Hedgehog	Signaling-by-Nuclear-Receptors	Signaling-by-Leptin	Signaling-by-BMP	Signaling-by-MST1
Signaling-by-PDGF	0.005629838142153413	0.0013917884481558804	0.0034916201117318434	0.105	0.07462686567164178	0.07960199004975124	0.0049504950495049506	0.07881773399014778	0.03902439024390244	0.034324942791762014	0.0	0.010130246020260492	0.0	0.0	0.0	0.005813953488372093	0.0	0.0005753739930955121	0.0005733944954128441	0.0005733944954128441	0.0023094688221709007	0.0023148148148148147	0.0023215322112594312	0.006777572396796057	0.001799640071985603	0.0017311021350259665	0.0005773672055427252	0.0	0.0028735632183908046	0.0	0.0023054755043227667	0.0016891891891891893	0.0	0.0
Signaling-by-VEGF	0.003427592116538132	0.004248088360237893	0.00429553264604811	0.07692307692307693	0.07547169811320754	0.06918238993710692	0.029411764705882353	0.030864197530864196	0.029585798816568046	0.10919540229885058	0.030120481927710843	0.0	0.0	0.013157894736842105	0.005813953488372093	0.011299435028248588	0.0	0.0008237232289950577	0.000819672131147541	0.000819672131147541	0.0016406890894175555	0.0016460905349794238	0.0016488046166529267	0.006255585344057194	0.0026064291920069507	0.002477291494632535	0.0008250825082508251	0.0	0.0	0.0	0.003284072249589491	0.0	0.0	0.0
DAG-and-IP3-signaling	0.0037313432835820895	0.0046168051708217915	0.004629629629629629	0.14492753623188406	0.14666666666666667	0.13333333333333333	0.06493506493506493	0.07246376811594203	0.06578947368421052	0.2345679012345679	0.06666666666666667	0.057971014492753624	0.0	0.028985507246376812	0.01282051282051282	0.024390243902439025	0.0	0.0008944543828264759	0.0008896797153024911	0.0008896797153024911	0.0017809439002671415	0.0017857142857142857	0.0017905102954341987	0.005813953488372093	0.002838221381267739	0.0026905829596412557	0.0008952551477170994	0.0	0.0	0.0	0.0035650623885918	0.0	0.0	0.0
Signaling-by-NTRKs	0.02109426499670402	0.016318537859007835	0.018518518518518517	0.148014440433213	0.12374581939799331	0.12040133779264214	0.08333333333333333	0.1388888888888889	0.08	0.07358490566037736	0.09731543624161074	0.010084033613445379	0.0	0.0	0.0	0.006578947368421052	0.0	0.0006035003017501509	0.0006013229104028864	0.0006013229104028864	0.0024227740763173833	0.0024286581663630845	0.0024330900243309003	0.007087628865979381	0.0018879798615481435	0.0018170805572380376	0.0006067961165048543	0.0	0.0030156815440289505	0.0	0.0024198427102238356	0.0017720023626698169	0.0	0.0
PI3K-AKT-Signaling	0.009070294784580499	0.008233532934131737	0.010518407212622089	0.19047619047619047	0.17142857142857143	0.17142857142857143	0.09523809523809523	0.18095238095238095	0.09523809523809523	0.0744047619047619	0.14285714285714285	0.015789473684210527	0.002617801047120419	0.01904761904761905	0.0	0.005319148936170213	0.0	0.0007032348804500703	0.0007002801120448179	0.0007002801120448179	0.0014035087719298245	0.0014074595355383533	0.00141643059490085	0.003762227238525207	0.0022156573116691287	0.00211864406779661	0.0007067137809187279	0.0	0.0035137034434293743	0.0	0.0028169014084507044	0.0	0.0	0.0
Signaling-by-WNT	0.0035714285714285713	0.00424929178470255	0.0042583392476933995	0.03529411764705882	0.03529411764705882	0.03529411764705882	0.01990049751243781	0.01990049751243781	0.020151133501259445	0.049019607843137254	0.01990049751243781	0.009615384615384616	0.0	0.009900990099009901	0.007371007371007371	0.0	0.0	0.000689655172413793	0.0006863417982155113	0.0006863417982155113	0.0	0.0	0.0	0.003079291762894534	0.002181818181818182	0.0020761245674740486	0.0006891798759476223	0.0	0.0	0.0	0.002770083102493075	0.0	0.0	0.0
Integrin-signaling	0.061224489795918366	0.0784313725490196	0.08	0.21428571428571427	0.21428571428571427	0.21428571428571427	0.21428571428571427	0.21428571428571427	0.21428571428571427	0.42857142857142855	0.21428571428571427	0.07142857142857142	0.0	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028169014084507043	0.0	0.0	0.0
TNF-signaling	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004424778761061947	0.0	0.0	0.02857142857142857	0.02857142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRAIL-signaling	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005681818181818182	0.0	0.15384615384615385	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FasL--CD95L-signaling	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005780346820809248	0.0	0.2	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Signaling-by-Activin	0.0	0.0	0.0	0.007633587786259542	0.007633587786259542	0.007633587786259542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2608695652173913	0.0	0.006993006993006993	0.0	0.0	0.0	0.0	0.0	0.0	0.00425531914893617	0.0	0.0	0.0
Signaling-by-TGF-beta-Receptor-Complex	0.0	0.0	0.0	0.0136986301369863	0.0136986301369863	0.0136986301369863	0.004784688995215311	0.004784688995215311	0.004761904761904762	0.004694835680751174	0.004761904761904762	0.0045045045045045045	0.004484304932735426	0.004739336492890996	0.004545454545454545	0.006666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006211180124223602	0.0	0.0	0.0	0.0	0.0	0.0	0.00390625	0.0	0.0	0.0
Signaling-by-NOTCH	0.0030120481927710845	0.002890173410404624	0.002890173410404624	0.012658227848101266	0.012448132780082987	0.012605042016806723	0.006578947368421052	0.006578947368421052	0.006578947368421052	0.006493506493506494	0.006578947368421052	0.003134796238244514	0.003134796238244514	0.003257328990228013	0.0032258064516129032	0.004032258064516129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003816793893129771	0.0	0.0	0.0	0.0	0.0	0.0030120481927710845	0.0	0.0	0.0	0.0
Signaling-by-PTK6	0.003861003861003861	0.003703703703703704	0.0037105751391465678	0.16666666666666666	0.14583333333333334	0.14583333333333334	0.016241299303944315	0.016129032258064516	0.016091954022988506	0.01598173515981735	0.016129032258064516	0.013186813186813187	0.01293103448275862	0.01348314606741573	0.01312910284463895	0.015151515151515152	0.0	0.0053475935828877	0.0053475935828877	0.0053475935828877	0.0	0.0	0.0	0.0	0.00228310502283105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Signaling-by-Rho-GTPases	0.006134969325153374	0.009375	0.009404388714733543	0.027586206896551724	0.027586206896551724	0.027586206896551724	0.01293103448275862	0.012875536480686695	0.013100436681222707	0.012711864406779662	0.012875536480686695	0.01652892561983471	0.004098360655737705	0.008438818565400843	0.004219409282700422	0.013215859030837005	0.0	0.002932551319648094	0.002932551319648094	0.002932551319648094	0.0029154518950437317	0.002932551319648094	0.0029154518950437317	0.0051813471502590676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAPK6-MAPK4-signaling	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008620689655172414	0.008620689655172414	0.008620689655172414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
p75-NTR-receptor-mediated-signalling	0.0	0.0	0.0	0.024096385542168676	0.023809523809523808	0.024390243902439025	0.023255813953488372	0.023255813953488372	0.023529411764705882	0.021739130434782608	0.023255813953488372	0.02197802197802198	0.021739130434782608	0.023809523809523808	0.023255813953488372	0.02197802197802198	0.0	0.017543859649122806	0.01694915254237288	0.01694915254237288	0.0	0.0	0.0	0.008928571428571428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Signaling-by-Hippo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014925373134328358	0.014925373134328358	0.014925373134328358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mTOR-signalling	0.0	0.0	0.0	0.009174311926605505	0.009174311926605505	0.009174311926605505	0.009174311926605505	0.009174311926605505	0.009174311926605505	0.007936507936507936	0.009174311926605505	0.007936507936507936	0.007936507936507936	0.009174311926605505	0.009174311926605505	0.007936507936507936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Signaling-by-Hedgehog	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006756756756756757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Signaling-by-Nuclear-Receptors	0.0	0.0	0.0	0.003968253968253968	0.003968253968253968	0.00411522633744856	0.003937007874015748	0.004032258064516129	0.012195121951219513	0.00423728813559322	0.003937007874015748	0.003816793893129771	0.003816793893129771	0.003937007874015748	0.00390625	0.004016064257028112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003401360544217687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Signaling-by-Leptin	0.0	0.0	0.0	0.025	0.024390243902439025	0.024390243902439025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023255813953488372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Signaling-by-BMP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Signaling-by-MST1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
