DAG-and-IP3-signaling	ERK1-ERK2-pathway	FasL--CD95L-signaling	Integrin-signaling	MAPK6-MAPK4-signaling	PI3K-AKT-Signaling	Signaling-by-Activin	Signaling-by-BMP	Signaling-by-EGFR	Signaling-by-ERBB2	Signaling-by-ERBB4	Signaling-by-FGFR	Signaling-by-GPCR	Signaling-by-Hedgehog	Signaling-by-Hippo	Signaling-by-Insulin-receptor	Signaling-by-Leptin	Signaling-by-MET	Signaling-by-MST1	Signaling-by-NOTCH	Signaling-by-NTRKs	Signaling-by-Nuclear-Receptors	Signaling-by-PDGF	Signaling-by-PTK6	Signaling-by-Rho-GTPases	Signaling-by-SCF-KIT	Signaling-by-TGF-beta-Receptor-Complex	Signaling-by-Type-1-Insulin-like-Growth-Factor-1-Receptor-(IGF1R)	Signaling-by-VEGF	Signaling-by-WNT	TNF-signaling	TRAIL-signaling	mTOR-signalling	p75-NTR-receptor-mediated-signalling
Signaling-by-Hippo	0.07323943661971831	0.10422535211267606	0.06555863342566944	0.0009233610341643582	0.0018450184501845018	0.07887323943661972	0.025878003696857672	0.0027675276752767526	0.13802816901408452	0.11267605633802817	0.11466165413533834	0.10046948356807511	0.08732394366197183	0.04059040590405904	0.0	0.022242817423540315	0.0027675276752767526	0.02682701202590194	0.0	0.07393715341959335	0.08169014084507042	0.009233610341643583	0.09201877934272301	0.018518518518518517	0.002777777777777778	0.09295774647887324	0.03789279112754159	0.022242817423540315	0.07323943661971831	0.1156015037593985	0.07663896583564174	0.06555863342566944	0.012927054478301015	0.005550416281221091
Signaling-by-Insulin-receptor	0.0719089498189343	0.1067556296914095	0.02484787018255578	0.005099439061703213	0.011161846778285134	0.0889063729346971	0.02389425521098119	0.0027904616945712835	0.15436241610738255	0.14234083958854601	0.14317486794551015	0.11012235817575083	0.07946651847735482	0.0136986301369863	0.003299492385786802	0.0	0.008117706747843734	0.009681881051175657	0.0	0.031297709923664124	0.09577015163607343	0.009647118558009647	0.09897136502641089	0.04906241972771641	0.021439509954058193	0.10261401557285874	0.029232333502796137	0.0019779598756710934	0.07602490918526207	0.09170984455958549	0.0268762677484787	0.02434077079107505	0.006604013208026416	0.004315816197004316
Signaling-by-Leptin	0.09455587392550144	0.1992831541218638	0.015032211882605583	0.0164638511095204	0.019327129563350035	0.13753581661891118	0.021474588403722263	0.0021474588403722263	0.28014440433212995	0.2532467532467532	0.2532467532467532	0.20373027259684362	0.14910394265232976	0.030780243378668574	0.0	0.07890961262553801	0.0	0.07725631768953069	0.0	0.02720114531138153	0.15732758620689655	0.0007158196134574087	0.18808327351040918	0.08357348703170028	0.052254831782390834	0.19769949676491733	0.030780243378668574	0.06384505021520803	0.10386819484240688	0.12114695340501792	0.01789549033643522	0.012884753042233358	0.002863278453829635	0.002863278453829635
Signaling-by-MET	0.07003012048192771	0.1063257065948856	0.024167694204685574	0.004694835680751174	0.010609425117197138	0.08929025693207836	0.024962926347009393	0.002704031465093412	0.15163823449769834	0.1390388768898488	0.1398488120950324	0.10883620689655173	0.07770906157569239	0.016773556980759743	0.0029498525073746312	0.008286554397219995	0.005912786400591279	0.0	0.0009832841691248771	0.032162295893122216	0.0948586118251928	0.009591736350221348	0.09886853448275862	0.04577288644322161	0.020488768205381386	0.10185933710590138	0.029913473423980222	0.00400962309542903	0.07532011046949535	0.09655519235604727	0.026140567200986436	0.02367447595561036	0.005651105651105651	0.00370004933399112
Signaling-by-MST1	0.07692307692307693	0.3547008547008547	0.03418803418803419	0.0	0.0	0.16666666666666666	0.004273504273504274	0.0	0.33760683760683763	0.3162393162393162	0.3162393162393162	0.3162393162393162	0.23931623931623933	0.0	0.0	0.1794871794871795	0.07692307692307693	0.23809523809523808	0.0	0.004273504273504274	0.23504273504273504	0.0	0.3076923076923077	0.042735042735042736	0.01282051282051282	0.29914529914529914	0.004273504273504274	0.15384615384615385	0.08547008547008547	0.06837606837606838	0.021367521367521368	0.021367521367521368	0.004273504273504274	0.0
Signaling-by-NOTCH	0.06883421206795548	0.10826713739335099	0.027923211169284468	0.00028935185185185184	0.008733624454148471	0.08399412628487518	0.02264600715137068	0.0037626628075253256	0.1518607442977191	0.14058752997601917	0.1467146714671467	0.1059135039717564	0.0905083749632677	0.01955062737087832	0.0026056745801968733	0.025573961057832027	0.0078125	0.03180624452874234	0.0	0.0	0.09024103468547913	0.012474615607774877	0.1009120329508679	0.04617217753946976	0.00666087460179554	0.0997352162400706	0.03129657228017884	0.025573961057832027	0.07088459285295841	0.0885432246485193	0.03054989816700611	0.027632344386271088	0.0028960324355632784	0.01222707423580786
Signaling-by-NTRKs	0.0	0.02930242729061885	0.016172506738544475	0.00016914749661705008	0.008102633355840648	0.0	0.017218095881161376	0.0020107238605898124	0.07230769230769231	0.06299212598425197	0.0636482939632546	0.0328875246656435	0.043098063710181135	0.01110363391655451	0.0023521505376344087	0.021434745030250647	0.0053637277908146165	0.023316062176165803	0.0	0.021632584079770152	0.0	0.010293621329733379	0.02450229709035222	0.031072961373390558	0.014329580348004094	0.027334353815875793	0.02195945945945946	0.020155038759689922	0.008627773212818405	0.025609506248719525	0.01770657672849916	0.015835579514824796	0.008430281571404486	0.006755615605472049
Signaling-by-Nuclear-Receptors	0.08432934926958831	0.13050734312416556	0.015748031496062992	0.005579258286839514	0.00985545335085414	0.09880239520958084	0.030890568517909958	0.003937007874015748	0.16222518321119253	0.15056628914057296	0.1513531573671901	0.12608405603735823	0.11286001339584728	0.017382748442112166	0.001968503937007874	0.03746302990469931	0.009183338799606429	0.031865965834428384	0.0	0.04144736842105263	0.10652463382157124	0.0	0.11950732356857523	0.03913186451825058	0.006572461386789352	0.11884154460719042	0.03746302990469931	0.03055190538764783	0.08598937583001329	0.11637212404134711	0.018700787401574805	0.01541994750656168	0.003287310979618672	0.0032808398950131233
Signaling-by-PDGF	0.0006047167909695626	0.01029082774049217	0.01597603594608088	0.0001670564650851988	0.008002667555851951	0.0	0.017008504252126064	0.0019860973187686196	0.05531914893617021	0.043439319301388266	0.04411106135244066	0.013205013428827217	0.023606975754997872	0.010970744680851064	0.0023232658479920344	0.00631911532385466	0.005131600728356232	0.007034822370735139	0.0	0.02137608550434202	0.012486544671689989	0.010166666666666666	0.0	0.030400815217391304	0.013991908293998651	0.006715916722632639	0.021691973969631236	0.003858295334970186	0.009685230024213076	0.02564102564102564	0.017491254372813594	0.01564320186387086	0.00832639467110741	0.003501750875437719
Signaling-by-PTK6	0.06508422664624809	0.11056826947801492	0.023910336239103363	0.005943536404160475	0.0055359838953195776	0.08361032983891588	0.01621484671902711	0.001977750309023486	0.13363792118789264	0.11993146773272416	0.12078812107367219	0.10931069958847736	0.08838643371017471	0.015170355632927133	0.002969561989606533	0.033809166040571	0.005203171456888008	0.03121852970795569	0.0	0.024328433857070453	0.09130546293921518	0.009660639088432003	0.1044238683127572	0.0	0.011819116135662899	0.10501930501930502	0.021044624746450306	0.030045067601402103	0.07188539268355078	0.08363636363636363	0.025902864259028643	0.023412204234122044	0.006183527083848627	0.003231419338801889
Signaling-by-Rho-GTPases	0.08580968280467446	0.14093959731543623	0.018434670116429495	0.007769504694075753	0.0029508196721311475	0.107095046854083	0.027472527472527472	0.002583144979011947	0.18577348066298344	0.16954419889502761	0.17058011049723756	0.1390750670241287	0.11483093404753934	0.017759121730707136	0.0012932428063368898	0.04267100977198697	0.008072328059412335	0.03672408189795255	0.0	0.03749191984486102	0.11847389558232932	0.008087997411840828	0.13304289544235925	0.036345108695652176	0.0	0.13442842775729133	0.033958602846054335	0.035493324649951155	0.09923154026060808	0.12189388851578241	0.021021992238033634	0.017464424320827943	0.0077544426494345715	0.013974650633734157
Signaling-by-SCF-KIT	0.0010034115994380895	0.010465375194834113	0.015923038646541716	0.0001665001665001665	0.007976071784646061	0.0	0.01695196941997673	0.001979544704717915	0.05509703323667187	0.04303232998885173	0.04392419175027871	0.013366005791935844	0.023930537907666243	0.010934393638170975	0.002315580549123387	0.006298110566829951	0.004951312097705892	0.0066608238387379495	0.0	0.02130492676431425	0.012856224555388901	0.010132890365448505	0.0042344550924894135	0.03014394580863675	0.013779196773651487	0.0	0.021457085828343315	0.003844809507165327	0.010040160642570281	0.025537904685300622	0.017433172837456417	0.015591308674738763	0.008298755186721992	0.0034901113511716804
Signaling-by-TGF-beta-Receptor-Complex	0.07341206511330993	0.10737179487179487	0.015530903328050714	0.00031525851197982345	0.00792895654931811	0.08753993610223643	0.0	0.0012634238787113076	0.15772251308900523	0.14594240837696335	0.14594240837696335	0.1090092978518756	0.0909382004482869	0.01905366783105748	0.004100946372239748	0.023726668775703893	0.007566204287515763	0.026064844246662427	0.0	0.032888309996743734	0.09388016661326498	0.011686670878079595	0.10288461538461538	0.04949527841094106	0.009156930849384275	0.10099390830394357	0.0	0.022144890857323633	0.07790549169859515	0.10032679738562092	0.01838351822503962	0.015213946117274169	0.0034678436317780582	0.0038071065989847717
Signaling-by-Type-1-Insulin-like-Growth-Factor-1-Receptor-(IGF1R)	0.07345225603357818	0.10944992947813822	0.0252122459480319	0.005431971029487843	0.011325611325611325	0.09119914916245679	0.024245550683518184	0.0028314028314028314	0.15847457627118644	0.1449929478138223	0.14583921015514809	0.11283497884344147	0.0811953763744009	0.013899613899613899	0.003347926860674736	0.006605399195864446	0.008236808236808236	0.00983698707138842	0.0	0.031758326878388844	0.09806555615260612	0.00978624774658769	0.10155148095909731	0.04951785248892364	0.021232522009321596	0.10521861777150916	0.029662109878772245	0.0	0.07821522309711286	0.09353652128218602	0.02727038847440185	0.024697710316439414	0.006701030927835051	0.004379185986604843
Signaling-by-VEGF	0.0	0.05069124423963134	0.018554310011596443	0.0001941747572815534	0.008712487899322363	0.022539990305380515	0.02029769959404601	0.002305032654629274	0.09812057603124237	0.08777048383175298	0.08777048383175298	0.04834791059280855	0.050387596899224806	0.01273639521420301	0.002697495183044316	0.02579132473622509	0.00576036866359447	0.023042374536223393	0.0	0.02419198761370234	0.029469069654164636	0.010247486465583914	0.04635922330097087	0.03528484131677508	0.015866797257590597	0.0504364694471387	0.025730315341458695	0.023387253946599105	0.0	0.03122730573710966	0.02031733746130031	0.01816776188635485	0.008291554184342461	0.0029036004645760743
Signaling-by-WNT	0.001513840830449827	0.045612510860121636	0.0167725988700565	0.0001772421127259837	0.008315640481245577	0.01928912006935414	0.013412017167381975	0.0015803336259877085	0.09588739828458324	0.0851110622388388	0.08533098746426215	0.04664786287697982	0.046153846153846156	0.010942463819272856	0.002640380214750924	0.02492877492877493	0.005790489559571854	0.023898698056001425	0.0	0.017716535433070866	0.0275428323574062	0.009909750486639533	0.04165762638316338	0.03777697057755176	0.014869222500895736	0.045346062052505964	0.018607979960636966	0.02206798362697989	0.011680726800778715	0.0	0.018207530493194273	0.01641949152542373	0.007573089115885875	0.002651113467656416
TNF-signaling	0.07392197125256673	0.11585866885784717	0.0017574692442882249	0.0036363636363636364	0.0061000406669377795	0.0944558521560575	0.03456689711264742	0.0032310177705977385	0.15666118421052633	0.14221126181668722	0.15096668037844507	0.11216105176663928	0.08919030004110153	0.02725793327908869	0.0044444444444444444	0.021414141414141413	0.009289176090468497	0.026829268292682926	0.0	0.0468050468050468	0.10102669404517454	0.011717171717171718	0.1076417419884963	0.04088307440719542	0.013354917037636584	0.10723089564502876	0.04310695404636031	0.019393939393939394	0.08008213552361396	0.11677631578947369	0.0	0.0021968365553602814	0.0028282828282828283	0.005700325732899023
TRAIL-signaling	0.07542147293700088	0.11007545494895694	0.0014367816091954023	0.003933566433566434	0.006602112676056338	0.09139307897071872	0.037411971830985914	0.0034949759720401923	0.15319715808170514	0.13765541740674955	0.1372113676731794	0.1051930758988016	0.08658969804618118	0.028169014084507043	0.004807692307692308	0.01791958041958042	0.005242463958060288	0.02243730752309723	0.0	0.05063848524878908	0.09627329192546584	0.010052447552447552	0.10164225477141589	0.04249667994687915	0.014010507880910683	0.10119840213049268	0.04665492957746479	0.015734265734265736	0.08207630878438332	0.119449378330373	0.010052656773575874	0.0	0.0030594405594405595	0.005279366476022877
mTOR-signalling	0.08482347546996791	0.11275415896487985	0.04221516114389469	0.00045413260672116256	0.009074410163339383	0.10212569316081331	0.039473684210526314	0.003629764065335753	0.150184842883549	0.1414048059149723	0.14094269870609982	0.1122920517560074	0.10041265474552957	0.016333938294010888	0.004539264639128461	0.011839708561020037	0.010889292196007259	0.014979573309123922	0.0	0.051794638800545204	0.10582255083179297	0.013199817933545745	0.10767097966728281	0.037693006357856496	0.004541326067211626	0.10859519408502773	0.04764065335753176	0.011839708561020037	0.08528198074277854	0.11187528656579551	0.04584657285519746	0.041307308216069	0.0	0.003629764065335753
p75-NTR-receptor-mediated-signalling	0.08747447243022465	0.1354486523370863	0.0310391363022942	0.00436388049681101	0.014844804318488529	0.10470668485675307	0.031060094530722483	0.0026845637583892616	0.18675315807442813	0.17303754266211605	0.18032786885245902	0.13369713506139155	0.11572498298162015	0.021937225784677692	0.003694994961370507	0.04303967720242098	0.008389261744966443	0.03712453594330071	0.0	0.04258195336262251	0.12320819112627987	0.01342732460557234	0.1296043656207367	0.055780933062880324	0.028716216216216218	0.12994542974079126	0.03783783783783784	0.03597848016139879	0.09227102485529452	0.11542390194075587	0.03513513513513514	0.0310391363022942	0.003691275167785235	0.0
