DAG-and-IP3-signaling	ERK1-ERK2-pathway	FasL--CD95L-signaling	Integrin-signaling	MAPK6-MAPK4-signaling	PI3K-AKT-Signaling	Signaling-by-Activin	Signaling-by-BMP	Signaling-by-EGFR	Signaling-by-ERBB2	Signaling-by-ERBB4	Signaling-by-FGFR	Signaling-by-GPCR	Signaling-by-Hedgehog	Signaling-by-Hippo	Signaling-by-Insulin-receptor	Signaling-by-Leptin	Signaling-by-MET	Signaling-by-MST1	Signaling-by-NOTCH	Signaling-by-NTRKs	Signaling-by-Nuclear-Receptors	Signaling-by-PDGF	Signaling-by-PTK6	Signaling-by-Rho-GTPases	Signaling-by-SCF-KIT	Signaling-by-TGF-beta-Receptor-Complex	Signaling-by-Type-1-Insulin-like-Growth-Factor-1-Receptor-(IGF1R)	Signaling-by-VEGF	Signaling-by-WNT	TNF-signaling	TRAIL-signaling	mTOR-signalling	p75-NTR-receptor-mediated-signalling
Signaling-by-ERBB4	0.0005591798695246971	0.009643003693065245	0.014971927635683094	0.00015649452269170578	0.004707359171504786	0.0	0.011831519167061051	0.001861619609059882	0.01302785265049416	0.0011228385358185494	0.0	0.011904761904761904	0.021743388834476005	0.010595200997195388	0.002955358531653445	0.005900672020980167	0.003727865796831314	0.005261427162117725	0.0	0.016598166297818528	0.011485148514851485	0.011418739246050368	0.003696098562628337	0.001015916017609211	0.007522407170294494	0.005545286506469501	0.01594820780041055	0.0036030134294136916	0.00859331216140482	0.019452313503305004	0.017332916926920676	0.014660012476606364	0.007801529099703542	0.006096607784899171
Signaling-by-FGFR	0.0	0.010295434198746643	0.015981355085733312	0.00016711229946524063	0.007838559039359573	0.0	0.01701417848206839	0.001986754966887417	0.054108666367310286	0.0432154052843708	0.0438871473354232	0.0	0.023617021276595745	0.010974393082806785	0.0023240371845949536	0.006322444678609062	0.005298013245033113	0.007037297677691766	0.0	0.021383227530905446	0.011871357651629614	0.010013351134846462	0.004030452306314375	0.030241250424736663	0.013996627318718381	0.006715916722632639	0.021535893155258765	0.0038596491228070177	0.00909090909090909	0.025651383558876993	0.01749708381936344	0.015648410188113866	0.008329168748958855	0.0035029190992493745
Signaling-by-GPCR	0.0012082158679017317	0.02744097000638162	0.015981355085733312	0.0001670843776106934	0.007335778592864288	0.016880211511083994	0.01717239079693231	0.001986426088395961	0.06896551724137931	0.05808510638297872	0.05872340425531915	0.029993618379068283	0.0	0.011140671765879614	0.002323651452282158	0.006493506493506494	0.004799735187024164	0.00544624033731553	0.0	0.02086463027875146	0.022559474979491387	0.008359806052499582	0.021910231865560518	0.03004583262603972	0.013481631277384564	0.024037438842799404	0.022018348623853212	0.0038576187971243207	0.01007455168245013	0.02702702702702703	0.01749708381936344	0.015648410188113866	0.007141670818800864	0.0026657780739753416
Signaling-by-Hedgehog	0.07385229540918163	0.11310951239008793	0.020278330019880716	0.00039494470774091627	0.00874751491053678	0.09181636726546906	0.03507373455559984	0.003560126582278481	0.15827338129496402	0.1446264482620855	0.14434226309476209	0.11106671993607671	0.11390887290167866	0.0	0.001579778830963665	0.022538552787663108	0.002369668246445498	0.025049701789264415	0.0	0.05153815421494207	0.09780439121756487	0.008688783570300158	0.10547343188174191	0.046251993620414676	0.009083728278041074	0.10547343188174191	0.04304503786369071	0.021352313167259787	0.07544910179640718	0.11413696435722867	0.02386634844868735	0.019880715705765408	0.00315955766192733	0.00437375745526839
Signaling-by-Hippo	0.060767590618336885	0.0906183368869936	0.0700836820083682	0.0010460251046025104	0.0020898641588296763	0.06609808102345416	0.027225130890052355	0.003134796238244514	0.1257995735607676	0.10021321961620469	0.10245464247598719	0.08742004264392324	0.07356076759061833	0.042842215256008356	0.0	0.01995798319327731	0.0020898641588296763	0.025157232704402517	0.0	0.05863874345549738	0.06716417910447761	0.009414225941422594	0.07782515991471216	0.01993704092339979	0.0031479538300104933	0.07889125799573561	0.0387434554973822	0.01995798319327731	0.060767590618336885	0.10672358591248667	0.08263598326359832	0.0700836820083682	0.012552301255230125	0.005241090146750524
Signaling-by-Insulin-receptor	0.06716417910447761	0.10421021200358316	0.026244588744588744	0.005443658138268917	0.009745533297238766	0.08527349228611501	0.02333152468800868	0.002977801840822956	0.15264423076923078	0.13974320692744102	0.14063899671543745	0.10722819593787336	0.07490301402566397	0.01353546291283162	0.002979414951245937	0.0	0.00785056848944234	0.009207009207009207	0.0	0.031776208582292235	0.09228140131016804	0.008940666486047142	0.0958495073156166	0.049657064471879286	0.0223433242506812	0.09946236559139784	0.029028757460661966	0.002127013065937405	0.07127010537992236	0.08637873754152824	0.028409090909090908	0.025703463203463204	0.006776904310111141	0.00406393931183961
Signaling-by-Leptin	0.08340353833192923	0.20489038785834737	0.013468013468013467	0.01936026936026936	0.022727272727272728	0.13310867733782644	0.010942760942760943	0.0025252525252525255	0.29591836734693877	0.2650807136788445	0.2650807136788445	0.2109704641350211	0.14839797639123103	0.031144781144781145	0.0	0.09282700421940929	0.0	0.09098639455782313	0.0	0.018518518518518517	0.15638207945900254	0.0008417508417508417	0.19256756756756757	0.090754877014419	0.058922558922558925	0.2038917089678511	0.021885521885521887	0.0751054852320675	0.09435551811288964	0.10370994940978077	0.011784511784511785	0.010942760942760943	0.003367003367003367	0.003367003367003367
Signaling-by-MET	0.06423240938166311	0.1022107378696526	0.025634318597959716	0.004980340760157274	0.00942161737764983	0.08434712084347121	0.02464604090194022	0.002867570385818561	0.14822305691996532	0.1347926267281106	0.13565668202764977	0.10431034482758621	0.07198164611413822	0.015175300889586603	0.002867570385818561	0.00883442576232545	0.006271230729030572	0.0	0.0010427528675703858	0.03333333333333333	0.09021323127392017	0.008868022952529996	0.09425287356321839	0.046202867764206054	0.021209740769835034	0.09744179361885599	0.02989771833202203	0.004274722143060701	0.06958144494801387	0.08918558077436582	0.027726916034527857	0.025111169238817684	0.005732152162584679	0.003663003663003663
Signaling-by-MST1	0.05303030303030303	0.29545454545454547	0.06060606060606061	0.0	0.0	0.08333333333333333	0.007575757575757576	0.0	0.30303030303030304	0.2727272727272727	0.2727272727272727	0.25	0.22727272727272727	0.0	0.0	0.2196969696969697	0.10606060606060606	0.3333333333333333	0.0	0.007575757575757576	0.1893939393939394	0.0	0.25757575757575757	0.05303030303030303	0.0	0.24242424242424243	0.007575757575757576	0.18181818181818182	0.06060606060606061	0.03787878787878788	0.03787878787878788	0.03787878787878788	0.007575757575757576	0.0
Signaling-by-NOTCH	0.06864227396431812	0.10571081409477522	0.027919543680576402	0.00029859659599880563	0.009014423076923076	0.08277744087325652	0.023391812865497075	0.003882915173237754	0.1516279069767442	0.14029111179931866	0.14662120272783633	0.10479951397326853	0.08980582524271845	0.01957831325301205	0.002091425156856887	0.02489502099580084	0.008062108091967751	0.03162650602409638	0.0	0.0	0.08892261001517451	0.012275449101796407	0.09963547995139732	0.046153846153846156	0.005379557680812911	0.09842041312272175	0.032327586206896554	0.023395320935812838	0.07075899606894466	0.0865265760197775	0.030930930930930932	0.027919543680576402	0.002988643156007173	0.012620192307692308
Signaling-by-NTRKs	0.0	0.02961980548187445	0.016307117377271956	0.00017056114617090227	0.008	0.0	0.017361702127659574	0.0020273694880892043	0.07265052210619863	0.06345346009285872	0.06411673667919522	0.03324468085106383	0.04354228018510728	0.011195928753180661	0.002371675419278333	0.021617852161785217	0.005408146019942538	0.0233408813795506	0.0	0.021813224267211998	0.0	0.009868980772502978	0.02476780185758514	0.031163434903047092	0.014450369860657147	0.027630415561450045	0.022142735479475387	0.020326615705350937	0.008715501141315626	0.025869205298013245	0.01785410644448223	0.015967385765245454	0.008500510030601836	0.006811989100817439
Signaling-by-Nuclear-Receptors	0.08543069833392414	0.128698752228164	0.01575078753937697	0.004201680672268907	0.010515247108307046	0.0980461811722913	0.03225806451612903	0.004200210010500525	0.15723941657773036	0.14621131270010673	0.1470378301213419	0.12219451371571072	0.11198568872987477	0.01749475157452764	0.0021001050052502626	0.03506311360448808	0.009447165850244927	0.02909218366631616	0.0	0.04282204282204282	0.1052257376466406	0.0	0.11660149306789903	0.036491228070175435	0.005960729312762973	0.11589050835407039	0.038569424964936885	0.028040658955485454	0.08649415101028005	0.11716524216524217	0.019250962548127408	0.01575078753937697	0.00350754121360926	0.003150157507875394
Signaling-by-PDGF	0.0006090133982947625	0.010372040586245771	0.016069635085369936	0.00016803898504453034	0.007881938621499246	0.0	0.017108352901710835	0.001997669385716664	0.05553047404063206	0.04355675919656962	0.044233807266982623	0.013309271373787504	0.023784015427469468	0.011034943989299448	0.0023368385912201635	0.006358177322500883	0.005161505161505162	0.007078393204742524	0.0	0.021501763816563078	0.012581344902386117	0.010226320201173512	0.0	0.030411754655732103	0.014074953366118366	0.006768953068592058	0.02181940248405505	0.0038821245809070055	0.009754115017272911	0.0258235054900366	0.01759383378016086	0.015734851021091397	0.008375209380234505	0.0035223079503522306
Signaling-by-PTK6	0.06591386554621849	0.11193437417306165	0.02407170294494238	0.006109979633401222	0.005693581780538302	0.08445146014206788	0.01667969768047954	0.0020330368487928843	0.13590801886792453	0.12205188679245282	0.12293632075471699	0.11090524086818422	0.0898995240613432	0.015085655842495525	0.0025438819638768763	0.034251867113056916	0.005348955680081508	0.03184878301398239	0.0	0.02502606882168926	0.09237265769332277	0.008403361344537815	0.10587612493382742	0.0	0.012162876784769964	0.10649006622516556	0.021648408972352633	0.02909371781668383	0.0729139247170308	0.08235294117647059	0.02612035851472471	0.0235595390524968	0.006102212051868803	0.003066700741119346
Signaling-by-Rho-GTPases	0.08821349147516679	0.14722325754752144	0.018246869409660107	0.008595988538681949	0.0025426807119505995	0.11148272017837235	0.027887021809081158	0.0025	0.19738360908041555	0.17929973066564064	0.18006925740669488	0.1470040937848902	0.11970260223048328	0.017857142857142856	0.001072961373390558	0.04543815362423368	0.008571428571428572	0.038489208633093526	0.0	0.0368251698248123	0.12411742846525456	0.004294917680744453	0.14030517305545218	0.037400831129580654	0.0	0.14184661206254653	0.03398926654740608	0.03749098774333093	0.10311572700296735	0.1279373368146214	0.02146690518783542	0.017173524150268335	0.008220157255182273	0.013669064748201438
Signaling-by-SCF-KIT	0.00101010101010101	0.010542844324809331	0.016010673782521682	0.00016742005692281934	0.007852965747702589	0.0	0.017045454545454544	0.0019903798308177146	0.05528089887640449	0.0431266846361186	0.0440251572327044	0.013464991023339317	0.024098955001066326	0.010994502748625687	0.002328288707799767	0.006334682386063699	0.004978426817125788	0.006699576868829337	0.0	0.021422594142259416	0.01294777729823047	0.010188742274929012	0.004265828468792097	0.030143051771117167	0.013856032443393038	0.0	0.021575514300050176	0.0038671119704693268	0.01010713563776026	0.025708502024291497	0.017529215358931552	0.015677118078719146	0.008344459279038718	0.0035093582887700536
Signaling-by-TGF-beta-Receptor-Complex	0.06394557823129252	0.09224461906388794	0.015530047265361242	0.0003356831151393085	0.008445945945945946	0.07626830098740212	0.0	0.0013454423141607804	0.14600069856793574	0.134125043660496	0.134125043660496	0.09466848940533151	0.078839590443686	0.01962110960757781	0.004030903594222372	0.02021563342318059	0.008056394763343404	0.022350152387402643	0.0	0.03509381514940931	0.08196721311475409	0.011772620248906828	0.08916979842842501	0.05107713690062544	0.008406186953597848	0.08714969241285031	0.0	0.01853099730458221	0.06839060905069752	0.09033833275200558	0.018906144496961513	0.015530047265361242	0.003356831151393085	0.0037174721189591076
Signaling-by-Type-1-Insulin-like-Growth-Factor-1-Receptor-(IGF1R)	0.06875176105945337	0.10725167580743449	0.02676600441501104	0.005828476269775187	0.009939260077305357	0.0877644368210406	0.023796347537354733	0.003036996134732192	0.15746109246261825	0.1429006703229738	0.14381474710542352	0.11029859841560025	0.07673568818514007	0.013804527885146328	0.0030386740331491712	0.007145076110593352	0.00800662617338487	0.009408194233687404	0.0	0.032409972299168976	0.09482509395779128	0.009116022099447514	0.09872029250457039	0.05008393956351427	0.021950541817171435	0.10237659963436929	0.029607083563918096	0.0	0.07358330983930082	0.08834321196725939	0.028973509933774833	0.026214128035320087	0.006911805363560962	0.004144791378833932
Signaling-by-VEGF	0.0	0.05097266683082984	0.018779342723004695	0.00019654088050314466	0.008622378992749364	0.022391732283464565	0.020543924867931912	0.0023328149300155523	0.09838909541511771	0.08812638854603802	0.08812638854603802	0.048593981253083375	0.05090998524348254	0.012890625	0.002730109204368175	0.025909810126582278	0.005635445005829771	0.022731765170982406	0.0	0.024485798237022526	0.029179030662710187	0.010371819960861057	0.046328240512567766	0.035322290959888245	0.016061867935752528	0.05046774987690793	0.026042686508713532	0.02347603077530085	0.0	0.03145736053084296	0.020564042303172738	0.018388106416275432	0.008391881342701015	0.002938871473354232
Signaling-by-WNT	0.0015270506108202443	0.0457931638913234	0.016891891891891893	0.0001785076758300607	0.008374910905203136	0.019239177962396152	0.01350864553314121	0.0015915119363395225	0.09651652984246727	0.08564455291768361	0.08586642999778123	0.04683738235937842	0.04655737704918033	0.011020263064344117	0.002659102995922709	0.025107604017216643	0.005831418978618131	0.02407041494521286	0.0	0.01784426820475847	0.027565084226646247	0.009980395651399038	0.04180345808710877	0.0380534211489206	0.014976542764345001	0.045524184723134166	0.018742115696521896	0.02222620541315648	0.011782675103643902	0.0	0.018337190671176784	0.016536273115220483	0.007626818020574672	0.00266998932004272
TNF-signaling	0.06060606060606061	0.1021455223880597	0.0015105740181268882	0.004118993135011442	0.0036883356385431073	0.08158508158508158	0.03642231443061319	0.0036596523330283625	0.13818860877684408	0.12225851609892674	0.13218122372723026	0.09934701492537314	0.0755949603359776	0.030904059040590407	0.005034324942791762	0.019679633867276888	0.010064043915827997	0.025806451612903226	0.0	0.050761421319796954	0.08811188811188811	0.011899313501144164	0.09421641791044776	0.03385899814471243	0.012379642365887207	0.09375	0.046104195481788846	0.017848970251716247	0.06713286713286713	0.10737628384687208	0.0	0.002014098690835851	0.003203661327231121	0.00554016620498615
TRAIL-signaling	0.060498220640569395	0.09664292980671414	0.001665741254858412	0.004497751124437781	0.004030226700251889	0.07829181494661921	0.039798488664987405	0.003996003996003996	0.13486005089058525	0.11755725190839694	0.11704834605597965	0.09206510681586978	0.07124681933842239	0.03224181360201511	0.005497251374312844	0.015992003998001	0.0014985014985014985	0.0216515609264854	0.0	0.055443548387096774	0.08337569903406203	0.009995002498750625	0.08799593082400814	0.035496957403651115	0.013019529293940912	0.08748728382502544	0.05037783375314862	0.013993003498250875	0.06761565836298933	0.1089058524173028	0.011653718091009988	0.0	0.0034982508745627187	0.005035246727089627
mTOR-signalling	0.09547461368653422	0.12534818941504178	0.03816793893129771	0.0005455537370430987	0.009809264305177113	0.11532033426183844	0.045231607629427795	0.004359673024523161	0.15877437325905291	0.15097493036211698	0.15041782729805014	0.12479108635097493	0.11037527593818984	0.017438692098092644	0.0054525627044711015	0.010399562123700055	0.011989100817438692	0.012540894220283533	0.0	0.05786026200873363	0.11754874651810585	0.012582056892778994	0.11977715877437325	0.03382433169667212	0.004909983633387889	0.12089136490250696	0.05449591280653951	0.010399562123700055	0.09602649006622517	0.12582781456953643	0.04198473282442748	0.03816793893129771	0.0	0.0032697547683923707
p75-NTR-receptor-mediated-signalling	0.07813646368305209	0.12431040823832291	0.03234011627906977	0.0043368268883267076	0.015625	0.09411764705882353	0.03309090909090909	0.002890173410404624	0.17960986382039013	0.1648270787343635	0.17268041237113402	0.12389705882352942	0.10674981658107116	0.022537259178480554	0.003616636528028933	0.04380883417813179	0.007947976878612716	0.036713922210105415	0.0	0.04586821987622861	0.11295069904341427	0.011926273942898446	0.11948529411764706	0.05680990531682447	0.02947598253275109	0.11985294117647059	0.04039301310043668	0.035843591600289645	0.08330275229357798	0.10458715596330276	0.03675400291120815	0.03234011627906977	0.0036127167630057803	0.0
