DAG-and-IP3-signaling	ERK1-ERK2-pathway	FasL--CD95L-signaling	Integrin-signaling	MAPK6-MAPK4-signaling	PI3K-AKT-Signaling	Signaling-by-Activin	Signaling-by-BMP	Signaling-by-EGFR	Signaling-by-ERBB2	Signaling-by-ERBB4	Signaling-by-FGFR	Signaling-by-GPCR	Signaling-by-Hedgehog	Signaling-by-Hippo	Signaling-by-Insulin-receptor	Signaling-by-Leptin	Signaling-by-MET	Signaling-by-MST1	Signaling-by-NOTCH	Signaling-by-NTRKs	Signaling-by-Nuclear-Receptors	Signaling-by-PDGF	Signaling-by-PTK6	Signaling-by-Rho-GTPases	Signaling-by-SCF-KIT	Signaling-by-TGF-beta-Receptor-Complex	Signaling-by-Type-1-Insulin-like-Growth-Factor-1-Receptor-(IGF1R)	Signaling-by-VEGF	Signaling-by-WNT	TNF-signaling	TRAIL-signaling	mTOR-signalling	p75-NTR-receptor-mediated-signalling
Signaling-by-GPCR	0.001361285053090117	0.03345070422535211	0.009333899024183284	0.00021312872975277067	0.006376195536663124	0.020695364238410598	0.01742826780021254	0.0021061499578770007	0.07782672540381791	0.06457293806868213	0.06545347813325507	0.03873239436619718	0.0	0.009531878839228977	0.0008453085376162299	0.007264472190692395	0.0021057064645188463	0.006592407365310297	0.0	0.019157088122605363	0.025955902874686018	0.008959044368600682	0.027288732394366196	0.02849064810787299	0.014652014652014652	0.03051643192488263	0.021480221182475542	0.003401360544217687	0.011989100817438692	0.02455661664392906	0.011257434154630416	0.009333899024183284	0.008460236886632826	0.0029730303673816097
Signaling-by-Hedgehog	0.058163265306122446	0.09211873080859775	0.0030303030303030303	0.0	0.00101010101010101	0.06938775510204082	0.06300813008130081	0.006979062811565304	0.1330603889457523	0.11758691206543967	0.1168032786885246	0.09406952965235174	0.08802456499488229	0.0	0.0	0.02390438247011952	0.0	0.03333333333333333	0.0	0.050102249488752554	0.07244897959183673	0.0	0.08486707566462168	0.0335707019328586	0.0029791459781529296	0.0869120654396728	0.07723577235772358	0.02390438247011952	0.058163265306122446	0.11728395061728394	0.010111223458038422	0.0030303030303030303	0.0	0.005050505050505051
Signaling-by-Hippo	0.013888888888888888	0.06944444444444445	0.19230769230769232	0.004273504273504274	0.0	0.013888888888888888	0.04291845493562232	0.0	0.046296296296296294	0.046296296296296294	0.06046511627906977	0.046296296296296294	0.046296296296296294	0.00851063829787234	0.0	0.0391304347826087	0.0	0.03879310344827586	0.0	0.008583690987124463	0.013888888888888888	0.0	0.046296296296296294	0.0	0.0	0.046296296296296294	0.04291845493562232	0.0391304347826087	0.013888888888888888	0.04186046511627907	0.19230769230769232	0.19230769230769232	0.038461538461538464	0.004310344827586207
Signaling-by-Insulin-receptor	0.07319884726224783	0.13847203274215553	0.007722007722007722	0.009491903964265773	0.0016565433462175593	0.10166468489892984	0.014420410427066	0.0027609055770292656	0.1958477508650519	0.1684856753069577	0.169849931787176	0.15358361774744028	0.08719346049046321	0.009939260077305357	0.003316749585406302	0.0	0.004417448923246825	0.01752021563342318	0.0	0.016675931072818232	0.11363636363636363	0.00663716814159292	0.12687585266030013	0.04256526674233825	0.009513150531617236	0.13378839590443686	0.017193566278424846	0.0007102272727272727	0.07603017991874637	0.08675534991324466	0.007722007722007722	0.007722007722007722	0.009966777408637873	0.004424778761061947
Signaling-by-Leptin	0.03171247357293869	0.15677966101694915	0.008438818565400843	0.012658227848101266	0.002109704641350211	0.046511627906976744	0.002109704641350211	0.0	0.24675324675324675	0.2224622030237581	0.2224622030237581	0.16560509554140126	0.1292372881355932	0.002109704641350211	0.0	0.12526539278131635	0.0	0.13852813852813853	0.0	0.002109704641350211	0.08102345415778252	0.002109704641350211	0.13829787234042554	0.1032258064516129	0.016877637130801686	0.16025641025641027	0.004219409282700422	0.10828025477707007	0.035940803382663845	0.03177966101694915	0.008438818565400843	0.008438818565400843	0.002109704641350211	0.002109704641350211
Signaling-by-MET	0.07100881488736532	0.13761985335589397	0.007572172266919072	0.009026128266033254	0.009000473709142587	0.10457516339869281	0.01806083650190114	0.0028222013170272815	0.19760137064534553	0.17366628830874006	0.17480136208853575	0.14632768361581922	0.0827236916150816	0.01231060606060606	0.0023518344308560675	0.011117287381878822	0.008974964572508267	0.0	0.0018814675446848542	0.02095238095238095	0.11447638603696099	0.006120527306967985	0.12598870056497175	0.048638132295719845	0.01896633475580844	0.13284341435839458	0.02330004755111745	0.0033351862145636463	0.07496325330720235	0.09336609336609336	0.008045433033601515	0.007572172266919072	0.007048872180451127	0.0014204545454545455
Signaling-by-MST1	0.0	0.17857142857142858	0.0	0.0	0.0	0.07142857142857142	0.0	0.0	0.17857142857142858	0.17857142857142858	0.17857142857142858	0.17857142857142858	0.17857142857142858	0.0	0.0	0.17857142857142858	0.0	0.76	0.0	0.0	0.07142857142857142	0.0	0.17857142857142858	0.0	0.0	0.17857142857142858	0.0	0.17857142857142858	0.0	0.0	0.0	0.0	0.0	0.0
Signaling-by-NOTCH	0.08	0.11934604904632153	0.0064034151547491995	0.0005285412262156448	0.00694815606627472	0.09668658337859859	0.03404017857142857	0.005288207297726071	0.17420814479638008	0.1574492099322799	0.16676088185415489	0.11335149863760217	0.09516041326808047	0.02522812667740204	0.0015873015873015873	0.018646776771443795	0.0010570824524312897	0.02308105206655931	0.0	0.0	0.09956474428726877	0.012745618693574084	0.1106267029972752	0.047406581148912434	0.0021175224986765486	0.10899182561307902	0.0446677833612507	0.018114011720831113	0.08108108108108109	0.10286677908937605	0.01014415376401495	0.0064034151547491995	0.004764425622022234	0.016034206306787813
Signaling-by-NTRKs	0.0	0.03626306084818685	0.008880225254494261	0.00021772262138036142	0.00738327904451683	0.0	0.017155266015200867	0.0021510002151000217	0.08294645620550913	0.07162619120811559	0.07254841684598831	0.04287476866132017	0.052525832376578645	0.008864864864864866	0.0008633714655730628	0.025302283922973578	0.006025392726490208	0.02706329680161038	0.0	0.019791213571117877	0.0	0.011287171695246364	0.03105781057810578	0.030181979582778518	0.016508914813999558	0.03534111862323294	0.02108237339708759	0.022737405260811413	0.011270780501549732	0.022459292532285232	0.010843634786380394	0.008880225254494261	0.010190806591500434	0.006301607996523251
Signaling-by-Nuclear-Receptors	0.07963800904977375	0.13314967860422405	0.008764241893076249	0.0017543859649122807	0.014951627088830254	0.10191082802547771	0.045774647887323945	0.0043821209465381246	0.136986301369863	0.136986301369863	0.13904235727440148	0.1228230980751604	0.11584800741427248	0.0035026269702276708	0.0017528483786152498	0.04225352112676056	0.0035026269702276708	0.02990325417766051	0.0	0.038834951456310676	0.11030082041932543	0.0	0.12306289881494986	0.018518518518518517	0.006161971830985915	0.12215132178669097	0.045774647887323945	0.02990325417766051	0.08054298642533937	0.09981684981684982	0.008764241893076249	0.008764241893076249	0.0052863436123348016	0.0008764241893076249
Signaling-by-PDGF	0.0008165487207403375	0.012880929940307886	0.009106310885218127	0.00021281123643328368	0.007217151347909149	0.0	0.01740976645435244	0.002103049421661409	0.06324732536186281	0.0481283422459893	0.049072035231204784	0.018233259981138006	0.028404099560761346	0.008669909071685345	0.0008440599282549061	0.007936507936507936	0.005679427850231384	0.008411002500568312	0.0	0.019995745586045523	0.015187611673615247	0.011669849352853808	0.0	0.029993479678330798	0.01571582346609257	0.009433962264150943	0.021249468763280918	0.00362400906002265	0.012537476151539929	0.0231860338243317	0.01102629346904156	0.009106310885218127	0.009961848240779992	0.004246284501061571
Signaling-by-PTK6	0.06970404984423675	0.1260338716029933	0.00675422138836773	0.005580357142857143	0.006097560975609756	0.09254197579070675	0.02117828263380824	0.0025974025974025974	0.16449814126394052	0.14684014869888476	0.14776951672862454	0.12490149724192277	0.0975609756097561	0.01272931486334706	0.0007432181345224824	0.03480892924706772	0.005956813104988831	0.03775743707093822	0.0	0.021956856702619414	0.10278540604158494	0.006326758466691477	0.11899133175728921	0.0	0.015735641227380016	0.11992110453648915	0.026599845797995375	0.032904689863842665	0.07893708479874952	0.0856	0.009380863039399626	0.00675422138836773	0.0063126624582250275	0.0037411148522259632
Signaling-by-Rho-GTPases	0.10347490347490347	0.18046875	0.011494252873563218	0.012958963282937365	0.005185185185185185	0.13121118012422361	0.007890961262553802	0.0014316392269148174	0.2600334448160535	0.23494983277591974	0.23662207357859533	0.1838006230529595	0.1445221445221445	0.010021474588403722	0.0014357501794687725	0.05328467153284672	0.002863278453829635	0.04938271604938271	0.0	0.013629842180774749	0.14673913043478262	0.0035945363048166786	0.1705607476635514	0.05064308681672026	0.0	0.1730319563522993	0.010775862068965518	0.05032822757111598	0.13070378963650425	0.14084507042253522	0.011494252873563218	0.011494252873563218	0.01003584229390681	0.011619462599854757
Signaling-by-SCF-KIT	0.001364256480218281	0.013236684525685471	0.00912757376353216	0.00021331058020477816	0.00723404255319149	0.0	0.017450521387529262	0.0021079258010118043	0.06413902053712481	0.04799494790022103	0.049257972844963686	0.01860611794386629	0.028495887191539365	0.008690122933446376	0.0008460236886632825	0.007958162801273306	0.005484075089643535	0.007978117164349213	0.0	0.020042643923240937	0.0158256195879367	0.01169715014887282	0.005680025244556642	0.02986701547852627	0.01554068638031513	0.0	0.021303792074989347	0.0036330608537693005	0.013107591480065538	0.023255813953488372	0.011052072263549416	0.00912757376353216	0.009985128531973655	0.004256224728665673
Signaling-by-TGF-beta-Receptor-Complex	0.06827794561933535	0.0907429963459196	0.0011926058437686344	0.0005903187721369539	0.007761194029850746	0.07627118644067797	0.0	0.002369668246445498	0.1520912547528517	0.14258555133079848	0.14195183776932827	0.09079829372333943	0.07963525835866261	0.019748653500897665	0.00591016548463357	0.014854426619132501	0.0011806375442739079	0.019184652278177457	0.0	0.04331450094161959	0.07973219720024345	0.012440758293838863	0.08647990255785627	0.05775266792215945	0.0076968620485494375	0.08409506398537477	0.0	0.014854426619132501	0.07194679564691657	0.09924146649810367	0.005366726296958855	0.0011926058437686344	0.0029515938606847697	0.005376344086021506
Signaling-by-Type-1-Insulin-like-Growth-Factor-1-Receptor-(IGF1R)	0.07138677589233469	0.13800277392510402	0.007847533632286996	0.01020986954055587	0.0016835016835016834	0.10072376357056695	0.014656144306651634	0.0028058361391694723	0.19624217118997914	0.1678224687933426	0.16920943134535368	0.15325936199722606	0.08518005540166206	0.010101010101010102	0.0033707865168539327	0.01015228426395939	0.004489337822671156	0.017869415807560136	0.0	0.01694915254237288	0.11365040148239654	0.006741573033707865	0.1262135922330097	0.0392156862745098	0.005685048322910745	0.13314840499306518	0.017474633596392335	0.0	0.07381370826010544	0.08514386376981797	0.007847533632286996	0.007847533632286996	0.010129431626336522	0.004496908375491849
Signaling-by-VEGF	0.0	0.062410329985652796	0.00963792654337067	0.0002621231979030144	0.007832898172323759	0.029738445001791472	0.02058363731109953	0.0025833118057349523	0.11440984793627806	0.10187185025197984	0.10187185025197984	0.061488673139158574	0.06301467955603295	0.010657655315830517	0.0010376134889753567	0.029606132698916203	0.0023237800154918666	0.025092445853143158	0.0	0.022703549060542796	0.03572717430530494	0.011727912431587178	0.05816876122082585	0.03317281968967362	0.01856763925729443	0.06310505557547508	0.0252999478351591	0.025026343519494204	0.0	0.029327610872675252	0.012001043569006	0.00963792654337067	0.01038691249026227	0.0033933698773166276
Signaling-by-WNT	0.0015202189115232593	0.052615478739675745	0.012243012243012243	0.00023218017181332715	0.008802409080379893	0.023787740164684355	0.01432933991073526	0.0016055045871559634	0.10647571606475716	0.09775840597758406	0.09806973848069739	0.05222968845448992	0.05426829268292683	0.009004848764719464	0.001150483202945237	0.026162111656155104	0.0029789184234647113	0.02294007490636704	0.0	0.01528332941453092	0.030525030525030524	0.011816496756255792	0.04825901038485034	0.03931910812754735	0.016717683070402636	0.05284056200366524	0.018805829807240243	0.022408963585434174	0.014294403892944039	0.0	0.014576584914391486	0.012243012243012243	0.009210223347916187	0.003238491788110109
TNF-signaling	0.04408602150537634	0.0688912809472551	0.0038910505836575876	0.006185567010309278	0.0010482180293501049	0.05698924731182796	0.015723270440251572	0.003089598352214212	0.10032362459546926	0.08512931034482758	0.09827213822894168	0.07104413347685684	0.05064655172413793	0.03987408184679958	0.006185567010309278	0.007216494845360825	0.0020597322348094747	0.020942408376963352	0.0	0.03046218487394958	0.060215053763440864	0.003092783505154639	0.061356297093649086	0.022316684378320937	0.002070393374741201	0.06350914962325081	0.02620545073375262	0.007216494845360825	0.04838709677419355	0.11650485436893204	0.0	0.005188067444876783	0.0010309278350515464	0.008412197686645636
TRAIL-signaling	0.04197530864197531	0.07045735475896168	0.004658385093167702	0.0071090047393364926	0.0012077294685990338	0.056790123456790124	0.018115942028985508	0.0035502958579881655	0.10643564356435643	0.0891089108910891	0.08787128712871287	0.07292954264524104	0.04702970297029703	0.03864734299516908	0.0071090047393364926	0.008293838862559242	0.0	0.024125452352231604	0.0	0.03506650544135429	0.06049382716049383	0.001184834123222749	0.06180469715698393	0.025766871165644172	0.002380952380952381	0.06427688504326329	0.030193236714975844	0.008293838862559242	0.04691358024691358	0.12004950495049505	0.02945736434108527	0.0	0.0	0.007237635705669481
mTOR-signalling	0.19106699751861042	0.21761658031088082	0.011764705882352941	0.0	0.0	0.20984455958549222	0.007042253521126761	0.0	0.21502590673575128	0.21502590673575128	0.21502590673575128	0.21243523316062177	0.20099255583126552	0.0	0.0	0.011961722488038277	0.004694835680751174	0.009411764705882352	0.0	0.06619385342789598	0.20984455958549222	0.03818615751789976	0.21243523316062177	0.0023584905660377358	0.007075471698113208	0.21243523316062177	0.007042253521126761	0.011961722488038277	0.1935483870967742	0.19106699751861042	0.011764705882352941	0.011764705882352941	0.0	0.004694835680751174
p75-NTR-receptor-mediated-signalling	0.07634854771784233	0.12687813021702837	0.04305442729488221	0.0016051364365971107	0.004061738424045491	0.08256880733944955	0.05288852725793328	0.0056134723336006415	0.17224080267558528	0.15037593984962405	0.16317991631799164	0.12510425354462051	0.11037344398340249	0.03008130081300813	0.005627009646302251	0.0443190975020145	0.0008019246190858059	0.04227642276422764	0.0	0.05628058727569331	0.1086048454469507	0.0032102728731942215	0.11759799833194329	0.03836734693877551	0.02444987775061125	0.11843202668890743	0.06438467807660962	0.0427074939564867	0.07973421926910298	0.11212624584717608	0.05297473512632437	0.04305442729488221	0.0032076984763432237	0.0
